time_elapsed,butterfly_ok,calendar_ok,no_arbitrage,max_cond1,max_cond2,pct_butterfly_violations,n_calendar_violations,pct_calendar_violations,worst_negative_diff
319,True,True,True,0.5540085748426755,1.6022939359449693,0.0,0,0.0,0.0
322,True,True,True,0.5212116768089055,1.4238930790480617,0.0,0,0.0,0.0
323,True,True,True,0.5148960934974474,1.3201773970293167,0.0,0,0.0,0.0
324,True,True,True,0.5118582659723525,1.3347810552283363,0.0,0,0.0,0.0
326,True,True,True,0.5299400214564348,1.3665501294987665,0.0,0,0.0,0.0
329,True,True,True,0.5366163951801255,1.4225872698217008,0.0,0,0.0,0.0
330,True,True,True,0.5491683688693707,1.4224007677429025,0.0,0,0.0,0.0
331,True,True,True,0.5301903975122941,1.386374182760154,0.0,0,0.0,0.0
332,True,True,True,0.49430150646372445,1.2745641126338092,0.0,0,0.0,0.0
333,True,True,True,0.504310678156278,1.3749279912431143,0.0,0,0.0,0.0
336,True,True,True,0.5058261406062816,1.393840111056131,0.0,0,0.0,0.0
337,True,True,True,0.5104939031856435,1.440010627235754,0.0,0,0.0,0.0
338,True,True,True,0.5161504546054551,1.5440149630845779,0.0,0,0.0,0.0
339,True,True,True,0.5006453036247457,1.5133270715345761,0.0,0,0.0,0.0
340,True,True,True,0.4874268104614168,1.4640953723604413,0.0,0,0.0,0.0
343,True,True,True,0.4843080683521656,1.4529296174131299,0.0,0,0.0,0.0
344,True,True,True,0.4865368271692035,1.4741707272016464,0.0,0,0.0,0.0
345,True,True,True,0.4886448861519425,1.4566084757037459,0.0,0,0.0,0.0
346,True,True,True,0.483437526059203,1.4111919499934877,0.0,0,0.0,0.0
347,True,True,True,0.5015449156980647,1.5436886964969263,0.0,0,0.0,0.0
350,True,True,True,0.493350923853989,1.5160638870827692,0.0,0,0.0,0.0
351,True,True,True,0.49692088312711225,1.536311937727923,0.0,0,0.0,0.0
352,True,True,True,0.7060347970982263,1.979629313242508,0.0,0,0.0,0.0
353,True,True,True,0.6991589620509321,1.9052354581235362,0.0,0,0.0,0.0
357,True,True,True,0.7141311655008749,1.976116538780427,0.0,0,0.0,0.0
358,True,True,True,0.7045884233269534,1.9104291920326741,0.0,0,0.0,0.0
359,True,True,True,0.7171996861649946,2.0025536450092853,0.0,0,0.0,0.0
360,True,True,True,0.7053346269246104,1.893178669112551,0.0,0,0.0,0.0
361,True,True,True,0.7229743553333353,1.9975833873539242,0.0,0,0.0,0.0
364,True,True,True,0.7278715117321084,2.070492211677404,0.0,0,0.0,0.0
365,True,True,True,0.7114922903661798,1.984404185011457,0.0,0,0.0,0.0
366,True,True,True,0.6933692957565432,1.9296157466894643,0.0,0,0.0,0.0
367,True,True,True,0.6953052423346279,1.9667911416185881,0.0,0,0.0,0.0
368,True,True,True,0.6944915429550322,1.947993196649292,0.0,0,0.0,0.0
371,True,True,True,0.7002237477778384,1.9668214632243473,0.0,0,0.0,0.0
372,True,True,True,0.6681373011423707,1.795116078060364,0.0,0,0.0,0.0
373,True,True,True,0.6455014811585369,1.7413279998412596,0.0,0,0.0,0.0
374,True,True,True,0.6594076420184226,1.8269590459705674,0.0,0,0.0,0.0
375,True,True,True,0.6502399307642135,1.823452961452365,0.0,0,0.0,0.0
379,True,True,True,0.6431886122778472,1.8109842515343073,0.0,0,0.0,0.0
380,True,True,True,0.6561412625260337,1.8117011648750503,0.0,0,0.0,0.0
381,True,True,True,0.665099198399395,1.862263827494152,0.0,0,0.0,0.0
382,True,True,True,0.65971420098567,1.8428329839074515,0.0,0,0.0,0.0
385,True,True,True,0.6162144194524889,1.654175781589357,0.0,0,0.0,0.0
386,True,True,True,0.5889040543430498,1.5208269639666145,0.0,0,0.0,0.0
387,True,True,True,0.5865892257362147,1.5392710900793702,0.0,0,0.0,0.0
388,True,True,True,0.5930813671191334,1.6551323035530374,0.0,0,0.0,0.0
389,True,True,True,0.5841922549108294,1.4900979399901124,0.0,0,0.0,0.0
392,True,True,True,0.5847779767932302,1.5356125612651408,0.0,0,0.0,0.0
393,True,True,True,0.569326484803382,1.5570007222652729,0.0,0,0.0,0.0
394,True,True,True,0.5847050722903381,1.6651232660930775,0.0,0,0.0,0.0
395,True,True,True,0.5779020403814559,1.657575491679554,0.0,0,0.0,0.0
396,True,True,True,0.570599149252969,1.6461632098770398,0.0,0,0.0,0.0
399,True,True,True,0.5597608998176643,1.656821409057485,0.0,0,0.0,0.0
400,True,True,True,0.5563684584283717,1.6916372397917858,0.0,0,0.0,0.0
401,True,True,True,0.5669102291853834,1.7603297141579057,0.0,0,0.0,0.0
402,True,True,True,0.5606307389873169,1.7052555078887122,0.0,0,0.0,0.0
403,True,True,True,0.5557849532090402,1.7120273646106492,0.0,0,0.0,0.0
406,True,True,True,0.5588747992214446,1.779474423738231,0.0,0,0.0,0.0
407,True,True,True,0.5676881328166249,1.8189637447912108,0.0,0,0.0,0.0
408,True,True,True,0.5463411090523647,1.678683372752409,0.0,0,0.0,0.0
409,True,True,True,0.5571068602038789,1.6901912531199774,0.0,0,0.0,0.0
410,True,True,True,0.5691018935320405,1.719995257272785,0.0,0,0.0,0.0
414,True,True,True,0.6055569557341437,1.7727198877565509,0.0,0,0.0,0.0
415,True,True,True,0.617886607280717,1.7709419185442747,0.0,0,0.0,0.0
416,True,True,True,0.6272268255212124,1.7987731040019417,0.0,0,0.0,0.0
417,True,True,True,0.6066591863136866,1.8214268914205334,0.0,0,0.0,0.0
420,True,True,True,0.6019804242660777,1.8327408955678672,0.0,0,0.0,0.0
421,True,True,True,0.6169330373154955,1.8000700903996165,0.0,0,0.0,0.0
422,True,True,True,0.6128408026344974,1.766349344048342,0.0,0,0.0,0.0
423,True,True,True,0.6120717100023573,1.8593667116871353,0.0,0,0.0,0.0
424,True,True,True,0.6154802052543524,1.8318722539585226,0.0,0,0.0,0.0
427,True,True,True,0.6299922472353137,1.8501499992400918,0.0,0,0.0,0.0
428,True,True,True,0.6260549842404942,1.8483947186147858,0.0,0,0.0,0.0
429,True,True,True,0.6335596719381715,1.8508687792776564,0.0,0,0.0,0.0
430,True,True,True,0.641929405541704,1.8081762979106077,0.0,0,0.0,0.0
431,True,True,True,0.6440554458752301,1.8732639200334174,0.0,0,0.0,0.0
434,True,True,True,0.6697875351430693,1.9510719236160983,0.0,0,0.0,0.0
435,True,True,True,0.6726032562310224,1.8816540660030714,0.0,0,0.0,0.0
436,True,True,True,0.6842967452720072,1.8322157835165858,0.0,0,0.0,0.0
437,True,True,True,0.6493699249994392,1.7284110996582571,0.0,0,0.0,0.0
438,True,True,True,0.6383674888583755,1.7002685733999177,0.0,0,0.0,0.0
441,True,True,True,0.6212632303703679,1.7369654962945984,0.0,0,0.0,0.0
442,True,True,True,0.6105010494344114,1.6318092536041022,0.0,0,0.0,0.0
443,True,True,True,0.6093664024820381,1.6405280511781797,0.0,0,0.0,0.0
444,True,True,True,0.5884074028649959,1.6048482146823477,0.0,0,0.0,0.0
445,True,True,True,0.5866425288523447,1.6262579551539678,0.0,0,0.0,0.0
448,True,True,True,0.5975862321511698,1.6711440300824043,0.0,0,0.0,0.0
449,True,True,True,0.5912558146691167,1.7103449055922204,0.0,0,0.0,0.0
450,True,True,True,0.5928850925168305,1.7469538362715895,0.0,0,0.0,0.0
451,True,True,True,0.5911071506595373,1.7105325542050318,0.0,0,0.0,0.0
452,True,True,True,0.5910942257810723,1.734969123900493,0.0,0,0.0,0.0
455,True,True,True,0.5936507464686835,1.7683986235754205,0.0,0,0.0,0.0
456,True,True,True,0.5889551017583518,1.7337224029425473,0.0,0,0.0,0.0
457,True,True,True,0.6035468255907626,1.8134432959445475,0.0,0,0.0,0.0
458,True,True,True,0.6223664128201181,1.8865909473057128,0.0,0,0.0,0.0
459,True,True,True,0.6284273877947983,1.894054848426901,0.0,0,0.0,0.0
462,True,True,True,0.6238555417043093,1.8630096141784753,0.0,0,0.0,0.0
463,True,True,True,0.6299446047710574,1.8778032579599993,0.0,0,0.0,0.0
464,True,True,True,0.6303013573795772,1.8834818428399276,0.0,0,0.0,0.0
465,True,True,True,0.633842056008123,1.9156186412024205,0.0,0,0.0,0.0
466,True,True,True,0.6333709881192833,1.9537853603811297,0.0,0,0.0,0.0
469,True,True,True,0.6419546588530277,1.9504920638114587,0.0,0,0.0,0.0
470,True,True,True,0.634493887747973,1.931992743940667,0.0,0,0.0,0.0
471,True,True,True,0.6083072724253908,1.8348580202878881,0.0,0,0.0,0.0
472,True,True,True,0.6043626254713269,1.8315151502902902,0.0,0,0.0,0.0
476,True,True,True,0.6055108566863596,1.8440291437914054,0.0,0,0.0,0.0
477,True,True,True,0.6035882269628421,1.8603018640207425,0.0,0,0.0,0.0
478,True,True,True,0.5984857542384839,1.8524713143056446,0.0,0,0.0,0.0
479,True,True,True,0.5904696216466507,1.8334470298799852,0.0,0,0.0,0.0
480,True,True,True,0.5883020011172282,1.8371641361423627,0.0,0,0.0,0.0
483,True,True,True,0.5759751176841686,1.724548097984862,0.0,0,0.0,0.0
484,True,True,True,0.5788148132285431,1.6838320375114089,0.0,0,0.0,0.0
485,True,True,True,0.5910510414372248,1.7096048764675014,0.0,0,0.0,0.0
486,True,True,True,0.597779510600577,1.7420477208013663,0.0,0,0.0,0.0
487,True,True,True,0.5963642865237373,1.7402850010831357,0.0,0,0.0,0.0
490,True,True,True,0.5874018561298684,1.707628791178579,0.0,0,0.0,0.0
491,True,True,True,0.5889073641862715,1.7541131698200283,0.0,0,0.0,0.0
492,True,True,True,0.5973288303880755,1.7516167296238443,0.0,0,0.0,0.0
493,True,True,True,0.5870462601634965,1.7142941593618803,0.0,0,0.0,0.0
494,True,True,True,0.5932533955503244,1.6975654149201869,0.0,0,0.0,0.0
497,True,True,True,0.5865540325004793,1.6137581751759202,0.0,0,0.0,0.0
498,True,True,True,0.5866500673005597,1.6285299265852948,0.0,0,0.0,0.0
499,True,True,True,0.5869494606776546,1.697248355454685,0.0,0,0.0,0.0
500,True,True,True,0.582722585066331,1.6693230468350237,0.0,0,0.0,0.0
501,True,True,True,0.6062556902320074,1.73912880944606,0.0,0,0.0,0.0
504,True,True,True,0.5972775060594461,1.6229709314755654,0.0,0,0.0,0.0
505,True,True,True,0.5936620170708379,1.6033443899819602,0.0,0,0.0,0.0
506,True,True,True,0.5925353212439761,1.6196472130147515,0.0,0,0.0,0.0
507,True,True,True,0.5718727464103666,1.579355973195486,0.0,0,0.0,0.0
508,True,True,True,0.562733284361816,1.5794162055127603,0.0,0,0.0,0.0
512,True,True,True,0.5428886054887259,1.5185126432189409,0.0,0,0.0,0.0
513,True,True,True,0.5580525591131266,1.50629864129436,0.0,0,0.0,0.0
514,True,True,True,0.5577030393498965,1.5126574178411438,0.0,0,0.0,0.0
515,True,True,True,0.5632087558000602,1.5150951024079495,0.0,0,0.0,0.0
518,True,True,True,0.5582836948292564,1.4569600762438022,0.0,0,0.0,0.0
519,True,True,True,0.5559026067575019,1.4498097786594695,0.0,0,0.0,0.0
520,True,True,True,0.5461902749516652,1.4006810868244557,0.0,0,0.0,0.0
521,True,True,True,0.5397803642193542,1.4325117158651777,0.0,0,0.0,0.0
525,True,True,True,0.5339501864580907,1.3660943164333998,0.0,0,0.0,0.0
526,True,True,True,0.5329957386488433,1.43861600079924,0.0,0,0.0,0.0
527,True,True,True,0.5433669669990426,1.384029548863838,0.0,0,0.0,0.0
528,True,True,True,0.5663527915524773,1.4326154804264917,0.0,0,0.0,0.0
529,True,True,True,0.5648294505801702,1.4165347807158075,0.0,0,0.0,0.0
532,True,True,True,0.5779891692423175,1.5591228829733983,0.0,0,0.0,0.0
533,True,True,True,0.573457485911964,1.6074930538825754,0.0,0,0.0,0.0
534,True,True,True,0.5721836985004958,1.561984302590872,0.0,0,0.0,0.0
535,True,True,True,0.584367328029608,1.5984574448182958,0.0,0,0.0,0.0
536,True,True,True,0.6001169839013558,1.616582871520125,0.0,0,0.0,0.0
539,True,True,True,0.5830071539944457,1.5819019567087347,0.0,0,0.0,0.0
540,True,True,True,0.5685482267990432,1.525359272156065,0.0,0,0.0,0.0
541,True,True,True,0.5658496353192651,1.541589386577335,0.0,0,0.0,0.0
542,True,True,True,0.5323344992453225,1.4263866539024666,0.0,0,0.0,0.0
543,True,True,True,0.5233096745918084,1.481775303503454,0.0,0,0.0,0.0
547,True,True,True,0.5108626891031242,1.4225281479812786,0.0,0,0.0,0.0
548,True,True,True,0.5102467858162444,1.410314275706052,0.0,0,0.0,0.0
549,True,True,True,0.5086408727502263,1.4746721311217972,0.0,0,0.0,0.0
550,True,True,True,0.5098688025231397,1.4326634920703658,0.0,0,0.0,0.0
553,True,True,True,0.5210600428790416,1.3855637320903678,0.0,0,0.0,0.0
554,True,True,True,0.5469747405591332,1.4826760830037424,0.0,0,0.0,0.0
555,True,True,True,0.5458865749033888,1.4751557309879852,0.0,0,0.0,0.0
556,True,True,True,0.5499123289415804,1.4548221367856518,0.0,0,0.0,0.0
557,True,True,True,0.5438468563697207,1.4713958584496156,0.0,0,0.0,0.0
560,True,True,True,0.5525844158831518,1.4372695227371253,0.0,0,0.0,0.0
561,True,True,True,0.5385698673696354,1.4402626664862588,0.0,0,0.0,0.0
562,True,True,True,0.5360012131671973,1.4359608183337706,0.0,0,0.0,0.0
563,True,True,True,0.5130674731427662,1.38765375294038,0.0,0,0.0,0.0
564,True,True,True,0.5124560028143819,1.377418955851295,0.0,0,0.0,0.0
567,True,True,True,0.5092490195028633,1.3471094567349677,0.0,0,0.0,0.0
568,True,True,True,0.5120982142356834,1.3333945790938586,0.0,0,0.0,0.0
569,True,True,True,0.5164806725710328,1.2703138343823834,0.0,0,0.0,0.0
570,True,True,True,0.5088160901198089,1.241252336399582,0.0,0,0.0,0.0
571,True,True,True,0.5083783539272133,1.2525345449243896,0.0,0,0.0,0.0
574,True,True,True,0.5014265752533493,1.237963207747103,0.0,0,0.0,0.0
575,True,True,True,0.5157062875343364,1.2252037843169368,0.0,0,0.0,0.0
576,True,True,True,0.5173931428623048,1.2297872035256552,0.0,0,0.0,0.0
577,True,True,True,0.5452726786387654,1.1728465650067972,0.0,0,0.0,0.0
578,True,True,True,0.5620665021548953,1.203635545475952,0.0,0,0.0,0.0
581,True,True,True,0.5800081973663179,1.011770939594784,0.0,0,0.0,0.0
582,True,True,True,0.5588894971176092,1.498982186721678,0.0,0,0.0,0.0
583,True,True,True,0.5768035596354164,1.0862542109519544,0.0,0,0.0,0.0
584,True,True,True,0.5961559436541766,2.009735162601843,0.0,0,0.0,0.0
585,True,True,True,0.5689551531982051,1.5257671498185281,0.0,0,0.0,0.0
588,True,True,True,0.546330188679618,1.2720265057946003,0.0,0,0.0,0.0
589,True,True,True,0.5374121182162057,1.1719821850923948,0.0,0,0.0,0.0
590,True,True,True,0.5315556770378379,1.1658073189502052,0.0,0,0.0,0.0
591,True,True,True,0.569223360884367,1.466087247265691,0.0,0,0.0,0.0
592,True,True,True,0.5820716418044155,1.252689705557797,0.0,0,0.0,0.0
595,True,True,True,0.5685561753236207,1.1511473067112687,0.0,0,0.0,0.0
596,True,True,True,0.595036815752785,1.3267816459840645,0.0,0,0.0,0.0
597,True,True,True,0.6230130190096467,1.442230972209943,0.0,0,0.0,0.0
598,True,True,True,0.6331828085428248,1.4462886460741429,0.0,0,0.0,0.0
599,True,True,True,0.6263416692009557,1.4574550852505246,0.0,0,0.0,0.0
602,True,True,True,0.6043484489552723,1.4372743162467845,0.0,0,0.0,0.0
603,True,True,True,0.6061763969334927,1.4199893032843383,0.0,0,0.0,0.0
604,True,True,True,0.5848064783520575,1.3843170549099522,0.0,0,0.0,0.0
605,True,True,True,0.5852320027280131,1.3364361951451982,0.0,0,0.0,0.0
606,True,True,True,0.5984671777391887,1.315319549950145,0.0,0,0.0,0.0
610,True,True,True,0.602736590028543,1.3277357589992431,0.0,0,0.0,0.0
611,True,True,True,0.6020248945474872,1.4191059335096035,0.0,0,0.0,0.0
612,True,True,True,0.6053978023186265,1.396328420891253,0.0,0,0.0,0.0
613,True,True,True,0.6137449456524361,1.3197165983919026,0.0,0,0.0,0.0
616,True,True,True,0.6258042821083054,1.3507302913873125,0.0,0,0.0,0.0
617,True,True,True,0.6396799008497014,1.449027354526546,0.0,0,0.0,0.0
618,True,True,True,0.6156984134261538,1.3258051570368594,0.0,0,0.0,0.0
619,True,True,True,0.6189822148193224,1.4262732915672607,0.0,0,0.0,0.0
620,True,True,True,0.6067930220761352,1.3876890745954615,0.0,0,0.0,0.0
623,True,True,True,0.6181374914960023,1.39404659633691,0.0,0,0.0,0.0
624,True,True,True,0.6108400183547981,1.3522612828511749,0.0,0,0.0,0.0
625,True,True,True,0.6153513227595112,1.266897641391896,0.0,0,0.0,0.0
626,True,True,True,0.6566424127726764,1.3521149991434647,0.0,0,0.0,0.0
627,True,True,True,0.6487222955223274,1.2950032588489957,0.0,0,0.0,0.0
630,True,True,True,0.6510161675018743,1.3466026935941315,0.0,0,0.0,0.0
631,True,True,True,0.6341613297031604,1.3105338694173492,0.0,0,0.0,0.0
632,True,True,True,0.6861000971849366,1.4647355552746164,0.0,0,0.0,0.0
633,True,True,True,0.6649909610140593,1.4135066333364699,0.0,0,0.0,0.0
634,True,True,True,0.7150290006924997,1.5329482950716553,0.0,0,0.0,0.0
637,True,True,True,0.704537811664256,1.3211405941969983,0.0,0,0.0,0.0
638,True,True,True,0.705808147771397,1.431609909092847,0.0,0,0.0,0.0
639,True,True,True,0.6738844305099814,1.3620116893689986,0.0,0,0.0,0.0
640,True,True,True,0.6608026359514235,1.34616823719838,0.0,0,0.0,0.0
641,True,True,True,0.6984742812428806,1.5010504661782385,0.0,0,0.0,0.0
644,True,True,True,0.6670837833726557,1.4760586330546754,0.0,0,0.0,0.0
645,True,True,True,0.663601860583736,1.4679883245753056,0.0,0,0.0,0.0
646,True,True,True,0.642302705893549,1.4434361972449912,0.0,0,0.0,0.0
647,True,True,True,0.6327901970349692,1.403164562397954,0.0,0,0.0,0.0
648,True,True,True,0.6121822576436559,1.380803889561433,0.0,0,0.0,0.0
651,True,True,True,0.6299479208026743,1.3709682246595252,0.0,0,0.0,0.0
652,True,True,True,0.6270244747238609,1.3958872832050264,0.0,0,0.0,0.0
653,True,True,True,0.6340926826397836,1.3343312445750968,0.0,0,0.0,0.0
654,True,True,True,0.6395821391108855,1.3508194541778495,0.0,0,0.0,0.0
655,True,True,True,0.6384087471287242,1.4679565445462293,0.0,0,0.0,0.0
658,True,True,True,0.6161747883483462,1.4326973066040902,0.0,0,0.0,0.0
659,True,True,True,0.6052793440912676,1.3122107484826555,0.0,0,0.0,0.0
660,True,True,True,0.6046594837771999,1.3912330145675296,0.0,0,0.0,0.0
661,True,True,True,0.5599178404265706,1.42420882855103,0.0,0,0.0,0.0
662,True,True,True,0.5656620779086894,1.4080721281692146,0.0,0,0.0,0.0
665,True,True,True,0.5877775872771395,1.4085881504321522,0.0,0,0.0,0.0
666,True,True,True,0.6499033570956007,1.4985472556314994,0.0,0,0.0,0.0
667,True,True,True,0.6488897116037147,1.5230794470668558,0.0,0,0.0,0.0
668,True,True,True,0.6261016668815559,1.466276215233749,0.0,0,0.0,0.0
669,True,True,True,0.6232509498513207,1.4311247358624386,0.0,0,0.0,0.0
672,True,True,True,0.6312025547531057,1.5070065649044264,0.0,0,0.0,0.0
673,True,True,True,0.6350928542762168,1.559953398236236,0.0,0,0.0,0.0
674,True,True,True,0.676634557993389,1.5205190363654735,0.0,0,0.0,0.0
675,True,True,True,0.6611477073706239,1.5101374476035183,0.0,0,0.0,0.0
676,True,True,True,0.6429552436084607,1.508717501011904,0.0,0,0.0,0.0
679,True,True,True,0.6653676904680487,1.589725238526719,0.0,0,0.0,0.0
680,True,True,True,0.6496388817478134,1.4826006786401276,0.0,0,0.0,0.0
681,True,True,True,0.6890935050061505,1.5975721346306828,0.0,0,0.0,0.0
682,True,True,True,0.7010591408332263,1.5558954393017566,0.0,0,0.0,0.0
683,True,True,True,0.6922029955018043,1.519005418509023,0.0,0,0.0,0.0
686,True,True,True,0.7586561054186406,1.9982639312902792,0.0,0,0.0,0.0
687,True,True,True,0.6346556109599388,1.242263286739962,0.0,0,0.0,0.0
688,True,True,True,0.6411779519345361,1.2148246123113322,0.0,0,0.0,0.0
690,True,True,True,0.6581383967643931,1.2606483929009704,0.0,0,0.0,0.0
693,True,True,True,0.6559347304809113,1.3795362692776,0.0,0,0.0,0.0
694,True,True,True,0.598038476723852,1.1444081102819013,0.0,0,0.0,0.0
695,True,True,True,0.5914262631479775,1.2474719062754391,0.0,0,0.0,0.0
