time_elapsed,alpha,beta,rho,eta,gamma,success,cost,rmse_w,rmse_iv,mae_iv,n_obs,n_left_put_otm,n_right_call_otm,n_atm,flag_unbalanced_smile,message,tte_min,tte_max,moneyness_min,moneyness_max
648,-2.6643938688529425,1.0081949427532495,-0.7711979436731703,1.0295292259730418,0.4181154582011142,True,7.306187663739916e-05,0.0008737526473659121,0.005860519616919263,0.0036140505279150118,210,55,105,50,False,`gtol` termination condition is satisfied.,0.0958904109589041,2.186301369863014,-0.1030917236619223,0.1993986189489487
651,-2.564197117342141,0.9672101622086576,-0.7709638623215188,0.9968273166944855,0.431084197460654,True,2.9578149948926696e-05,0.000617602010989763,0.0026399532765081185,0.0017614367091353656,196,40,106,50,False,`gtol` termination condition is satisfied.,0.0876712328767123,2.1780821917808217,-0.0823743987596002,0.1949946271710741
652,-2.6154280116260185,1.0037966015028954,-0.7651251081875443,0.9688693320199837,0.4532934447036008,True,2.9829868972717305e-05,0.0005817928603704118,0.002748340635055398,0.0018019556695020253,208,54,104,50,False,`gtol` termination condition is satisfied.,0.084931506849315,2.175342465753425,-0.1047281916142846,0.1964217548218839
653,-2.5265645161725536,0.9639476792595614,-0.7843640089563663,0.9372611965054499,0.4547272756851556,True,2.0290138761698506e-05,0.0005097870544583804,0.0014982846633130973,0.0010390498359501923,202,46,104,52,False,`gtol` termination condition is satisfied.,0.0821917808219178,2.1726027397260275,-0.0927463373982694,0.1971977550011125
654,-2.519968941989764,0.9651315204243599,-0.7819787471068659,0.9510047186093274,0.4501949833623995,True,1.7903069985143536e-05,0.000503661435043699,0.0014626003776726307,0.0010098480016387066,206,48,108,50,False,`gtol` termination condition is satisfied.,0.0794520547945205,2.16986301369863,-0.0953104943313045,0.1990990514175997
655,-2.610252650049682,0.9966159246467952,-0.7472530889734612,1.009883475571807,0.447309946352036,True,3.1243868426492554e-05,0.0006453967239126079,0.002509659086282686,0.0017281843144533464,215,60,103,52,False,`gtol` termination condition is satisfied.,0.0767123287671232,2.1671232876712327,-0.1143025681099312,0.1956407660295155
658,-2.6759641396418195,1.0298663578743905,-0.7425858306511446,1.0070109282637545,0.4443064191772379,True,2.9680648117809242e-05,0.000554512183878542,0.002116255417446098,0.0014262684250070346,236,75,103,58,False,`gtol` termination condition is satisfied.,0.0684931506849315,2.158904109589041,-0.1246691610106024,0.1980216145550473
659,-2.6123266897812414,0.9928633255525934,-0.7747071259290392,0.8778060119677936,0.48884475240780867,True,4.6718077801110466e-05,0.0007004373529702272,0.002355604632064319,0.001562986733913834,230,62,110,58,False,`gtol` termination condition is satisfied.,0.0657534246575342,2.156164383561644,-0.1054240973444332,0.1996219644012555
660,-2.6767889371323577,1.018279510942505,-0.7495139033439803,0.9225666639408209,0.48207627925698066,True,3.687040461911653e-05,0.0006353806669762463,0.001941391887064545,0.0013264392427036306,230,68,104,58,False,`gtol` termination condition is satisfied.,0.0630136986301369,2.1534246575342464,-0.1167323869632219,0.1930243165760597
661,-2.8601655791042218,1.0845339836761958,-0.7698063535086074,0.8604059886408165,0.5070641381945058,True,6.319942499249614e-05,0.0007653437279725337,0.002506176057128757,0.0017154778472926215,240,87,95,58,False,`ftol` termination condition is satisfied.,0.0602739726027397,2.150684931506849,-0.1498709520692266,0.1985724578476597
662,-2.8814245460824006,1.0949155535498265,-0.7552486333466324,0.9232626141816267,0.48515275170301025,True,4.884761023710531e-05,0.0006182418128307439,0.0024915888261294794,0.001726735704606832,236,86,92,58,False,`ftol` termination condition is satisfied.,0.0575342465753424,2.147945205479452,-0.149711126113184,0.1921160326350433
665,-2.74103595297195,1.022946183324801,-0.7463053060642796,0.9140018206645182,0.49106706462263605,True,7.335900992917105e-05,0.000810856401934474,0.005088733168998696,0.0030887928775359657,231,73,100,58,False,`ftol` termination condition is satisfied.,0.0493150684931506,2.1397260273972605,-0.1258302775422593,0.1969020508469113
666,-2.5833048303301087,0.9945010037810589,-0.762667937605566,0.9185636683536775,0.5006706513172251,True,0.00010060517729805642,0.0009914932806128762,0.006377523536231871,0.0035647834830569835,226,62,108,56,False,`ftol` termination condition is satisfied.,0.0465753424657534,2.136986301369863,-0.1056286175977467,0.1977212855015837
667,-2.6091514090748227,1.0031214453843795,-0.7558481976513505,0.9380267511190056,0.496142044265479,True,7.098978701262074e-05,0.0008353880142241794,0.004383953666511955,0.002614752283615564,230,64,112,54,False,`ftol` termination condition is satisfied.,0.0438356164383561,2.1342465753424658,-0.1138567168793765,0.1989653622926438
668,-2.668744202174024,1.0292311632435855,-0.769294725124506,0.9293362338534855,0.48907666644848713,True,6.831652525289333e-05,0.0007394768403586934,0.0035458373377850036,0.0022969428711596095,234,76,102,56,False,`gtol` termination condition is satisfied.,0.0410958904109589,2.1315068493150684,-0.1295120342168721,0.1960110066393064
669,-2.6590658654856654,1.0338447794848842,-0.7751393977493644,0.9051179079206836,0.4957298761481216,True,6.0894709811709284e-05,0.0007569200331549394,0.0026315728398872023,0.001933612438744384,225,73,99,53,False,`gtol` termination condition is satisfied.,0.1150684931506849,2.128767123287671,-0.1274328609555355,0.199451339617197
672,-2.6736301018235524,1.0435685090692768,-0.7754400450887537,0.9101138535501295,0.5024411990093369,True,0.00010018426027968332,0.0009355383395473891,0.0035481907797126253,0.002532322666092827,228,76,101,51,False,`ftol` termination condition is satisfied.,0.1068493150684931,2.1205479452054794,-0.1305497816020928,0.1955264241217755
673,-2.720435804176814,1.0667270237225601,-0.7636037431938221,0.9863110132373053,0.47522471789867576,True,5.5884154328523596e-05,0.0007236520244767135,0.00252074765101182,0.001773350452316949,233,83,95,55,False,`ftol` termination condition is satisfied.,0.1041095890410958,2.117808219178082,-0.1437859892255509,0.1979888117152674
674,-2.507036715031148,0.9747930401644973,-0.7798553298513349,0.940809197740191,0.49002424190386085,True,0.00011160879326146332,0.001018829627157281,0.005233325192929736,0.0032584776059426616,220,58,109,53,False,`ftol` termination condition is satisfied.,0.1013698630136986,2.115068493150685,-0.1073861340831783,0.1987762016046914
675,-2.5677598360957394,1.0009916600658606,-0.7850931215158274,0.9303491821360509,0.49371180434700135,True,9.578999294479418e-05,0.0009548268607524569,0.003273158849731852,0.0023957662798446385,221,64,104,53,False,`ftol` termination condition is satisfied.,0.0986301369863013,2.112328767123288,-0.1166115922567298,0.1926281709849321
676,-2.638735634087282,1.0385054736378891,-0.7799533870428843,0.9150690426775554,0.5012007632825498,True,0.00010065234406301987,0.0009659779268783959,0.003006236501837236,0.00230204293920725,227,76,98,53,False,`ftol` termination condition is satisfied.,0.0958904109589041,2.1095890410958904,-0.1336167940024242,0.1981941710706631
679,-2.5986306615786,1.0233051250310272,-0.7822527420690829,0.9315687461317046,0.5026970738963462,True,0.00015930409773508915,0.0011822445452835946,0.004171730643838471,0.002970520387618172,223,70,100,53,False,`gtol` termination condition is satisfied.,0.0876712328767123,2.1013698630136988,-0.1255907933199079,0.1985106107222372
680,-2.5900508816316843,1.025867860824751,-0.7737848164141632,0.9460292818608936,0.48131978203086845,True,0.00011326453883138498,0.0009944123885013152,0.003292020851803516,0.0024625218546636984,225,74,98,53,False,`ftol` termination condition is satisfied.,0.084931506849315,2.0986301369863014,-0.1279139477394719,0.19499398768668
681,-2.5116653046454727,0.9972689566164724,-0.7514886172945822,1.0227707765510472,0.4613770112805612,True,0.00010752305705652299,0.0010023125039257711,0.0035414851276623755,0.002591494149914798,219,62,106,51,False,`ftol` termination condition is satisfied.,0.0821917808219178,2.095890410958904,-0.1117044239305835,0.1955477587955979
682,-2.454245984532536,0.9920554661225661,-0.7666174232902516,0.9928072131795783,0.4673013245350214,True,0.00014888913198024615,0.0012626571179782473,0.0042339086486051615,0.0031551685485821054,209,52,106,51,False,`ftol` termination condition is satisfied.,0.0794520547945205,2.0931506849315067,-0.0984054296641484,0.1939140954929265
683,-2.4612499404190546,0.9962773425717782,-0.7732719024259063,1.0375206242087507,0.4338486737156199,True,9.587585917975437e-05,0.0010199572774635649,0.00407792665649214,0.0026773601900156874,206,50,104,52,False,`gtol` termination condition is satisfied.,0.0767123287671232,2.0904109589041098,-0.0966318623617862,0.195436979238633
686,-2.435441031636688,0.9388220310076126,-0.6523475067637354,1.246577412172438,0.4282376651467709,True,0.0005433248468002369,0.002635042046990974,0.007646345133743093,0.005197011159977492,192,36,106,50,False,`ftol` termination condition is satisfied.,0.0684931506849315,2.0821917808219177,-0.077718023124078,0.19733085930418
687,-2.4421042884182476,0.9745254434561599,-0.8264412633174693,0.9689643526904547,0.4067539498559457,True,6.121951543686989e-05,0.0008261612974313071,0.004326410448962492,0.0025368438794976943,188,30,106,52,False,`gtol` termination condition is satisfied.,0.0657534246575342,2.0794520547945203,-0.0710098667885474,0.199714561879005
688,-2.378216954514063,0.9455154052960255,-0.8289669512152712,0.9596911320535759,0.4031369086427456,True,8.38242565948768e-05,0.0009994158691505257,0.005304388390167166,0.003005975622860433,173,16,107,50,False,`gtol` termination condition is satisfied.,0.0630136986301369,2.0767123287671234,-0.0534121594168486,0.1973194058237624
690,-2.354803606978898,0.9444243606366095,-0.8199706728766162,0.9959912436257548,0.3922815569534252,True,9.935986069761635e-05,0.0011352956231854344,0.005394755182586014,0.0032550713646629674,169,12,107,50,False,`ftol` termination condition is satisfied.,0.0575342465753424,2.0712328767123287,-0.0477940355587391,0.1939062015271586
693,-2.456904181311957,0.9826835649581651,-0.7862901454064231,1.0390078065938668,0.40404786693164263,True,0.00023939129603036167,0.0018195657399244836,0.004419127257708433,0.0030181023198968255,190,38,104,48,False,`gtol` termination condition is satisfied.,0.0493150684931506,2.063013698630137,-0.0782218433453729,0.1971203586450789
694,-2.4833566409375885,0.9923446528212351,-0.8275263209324882,0.9086256001790317,0.42173742289375205,True,6.85620629337315e-05,0.000855979947279175,0.004942575452054011,0.0028948453279968845,189,39,100,50,False,`gtol` termination condition is satisfied.,0.0465753424657534,2.06027397260274,-0.0822092492417963,0.1931929730516183
695,-2.6079892525348747,1.0461974326529466,-0.7888868711732275,0.8966103034169427,0.4616310891468583,True,6.940164122584978e-05,0.0008058327109312142,0.00426809617132566,0.002616598166902803,207,63,91,53,False,`ftol` termination condition is satisfied.,0.0438356164383561,2.0575342465753423,-0.1214126362184464,0.1993678003928745
696,-2.620119669485114,1.0464048946801863,-0.7811757296650691,0.9344902033758236,0.445458997563286,True,5.3664365502823164e-05,0.0007408576397439462,0.003906060151194603,0.002422940905921751,206,61,92,53,False,`gtol` termination condition is satisfied.,0.0410958904109589,2.054794520547945,-0.1194385362031808,0.1892773959636707
697,-2.630577324477494,1.046440715084321,-0.8283537703483882,0.9678422569428862,0.412753640693875,True,0.00022783812184682843,0.0015431561665242848,0.0034102920192164814,0.0022380066424716213,201,63,93,45,False,`ftol` termination condition is satisfied.,0.1342465753424657,2.052054794520548,-0.1196395493565645,0.1887394791000838
700,-2.648488324591534,1.0485606994263088,-0.8522383439233914,0.7578267538385308,0.49063959978509974,True,0.00044587657818650036,0.002114592633753009,0.004032666502850788,0.0031210427358556495,201,66,89,46,False,`ftol` termination condition is satisfied.,0.1260273972602739,2.043835616438356,-0.1269137332416458,0.19607244532294
701,-2.6415972381183206,1.0317451060769833,-0.7557595186085722,0.9794740619522677,0.45800022130330253,True,0.0005226029507457904,0.002411307041570742,0.00454276598149664,0.0035121697685881995,205,66,92,47,False,`gtol` termination condition is satisfied.,0.1232876712328767,2.041095890410959,-0.1271116231277409,0.1961128145483498
702,-2.6280512768841517,1.0313714863973251,-0.8060694647638665,0.8486141400550088,0.4764308074037304,True,9.021629436885543e-05,0.0009892175757766977,0.0038817982156012718,0.0026690129276475934,205,67,92,46,False,`ftol` termination condition is satisfied.,0.1205479452054794,2.0383561643835617,-0.1346877505971282,0.1970296383408095
703,-2.5650090779071295,1.0026523349628464,-0.8010680584728473,0.8673437639166706,0.4681274966723143,True,0.00014861683403053703,0.0013098942064826747,0.0044250291403655296,0.0030545759273817217,201,56,100,45,False,`ftol` termination condition is satisfied.,0.1178082191780822,2.0356164383561643,-0.1130448875094897,0.1979442839668628
704,-2.6740407698869357,1.050249041584788,-0.820342225794241,0.8454840750716337,0.4758959623155719,True,5.500238270100648e-05,0.0007698997174777047,0.004119567147714839,0.002458738166174225,200,64,91,45,False,`gtol` termination condition is satisfied.,0.1150684931506849,2.032876712328767,-0.1307079443963421,0.1933019866999896
707,-2.6296361142306877,1.0451054076194504,-0.7803609392738884,0.8993673871912428,0.4786004151943837,True,0.00012908979596552484,0.001235350998878253,0.004446751051492666,0.002911929802957001,191,52,94,45,False,`ftol` termination condition is satisfied.,0.1068493150684931,2.024657534246576,-0.1111354442290028,0.196255287827888
708,-2.604630640371776,1.0581346159328837,-0.8308137409425018,0.9060183753415363,0.43780932972230113,True,0.0002988506242988714,0.001896365561201167,0.005178031822428534,0.003372582719138947,187,49,91,47,False,`ftol` termination condition is satisfied.,0.1041095890410958,2.021917808219178,-0.1055057208148776,0.1984869742642397
709,-2.5748784449089723,1.052799768185648,-0.8579020184728535,0.8462344539588466,0.44826342999013286,True,4.661382814059189e-05,0.0007399460450878802,0.004837931888298013,0.002558056213318911,180,40,92,48,False,`ftol` termination condition is satisfied.,0.1013698630136986,2.0191780821917806,-0.0939038838577565,0.1981584775426604
710,-2.5992889041628313,1.0807200200906035,-0.9499999938392033,0.7038942595424748,0.46749244682045976,True,0.00022473403141091286,0.001680113342048531,0.005534102406579484,0.0033815841938346154,182,46,91,45,False,`ftol` termination condition is satisfied.,0.0986301369863013,2.016438356164384,-0.0986928817634675,0.1953406376488012
711,-2.6137723852602766,1.0838549617384816,-0.7992782257714468,0.9386238040056547,0.44513495416643295,True,0.00012024985372347751,0.0011678655609142544,0.005639729293643011,0.003076339337016835,182,44,91,47,False,`ftol` termination condition is satisfied.,0.0958904109589041,2.0136986301369864,-0.0978688869904117,0.1944132773104726
714,-2.613831432894795,1.074999163549907,-0.85972274273302,0.8494843771494343,0.4355102125700474,True,3.627703125911651e-05,0.0006070582722978231,0.0044088783335829865,0.0022458577668423864,194,44,100,50,False,`gtol` termination condition is satisfied.,0.0876712328767123,2.0054794520547947,-0.0879694254511154,0.1990876434534698
715,-2.7340674236360205,1.1131152854122148,-0.8213167645628571,0.8695107258504887,0.4605492427402036,True,3.926682594428425e-05,0.0006490771753700248,0.0035031431501214958,0.0020362223744636895,207,59,95,53,False,`gtol` termination condition is satisfied.,0.084931506849315,2.0027397260273974,-0.116813070869905,0.1897623155122929
716,-2.787286487777084,1.1298748233286238,-0.7956904928771804,0.9157777016611903,0.4501458936189356,True,7.115328742176412e-05,0.0018142307643460422,0.0037345981347533664,0.002310638314603199,232,63,110,59,False,`ftol` termination condition is satisfied.,0.0821917808219178,2.997260273972602,-0.1165299160717437,0.1896625783487035
717,-2.8173441435606126,1.1458752299688562,-0.8125248934899182,0.8641746850796054,0.4665597016912048,True,0.00014074721256595227,0.0023424486559834065,0.0036460986702975613,0.002518052901532288,235,70,106,59,False,`gtol` termination condition is satisfied.,0.0794520547945205,2.9945205479452053,-0.1268338904997431,0.1951104892436454
718,-2.8208220049243935,1.1591091264618085,-0.8358766073777366,0.84267454288793,0.46794557696833017,True,0.0001304874980361284,0.002115895861501872,0.004140034750762537,0.002604157165374823,245,74,112,59,False,`ftol` termination condition is satisfied.,0.0767123287671232,2.9917808219178084,-0.1344096180620229,0.1999380391442228
722,-2.8372618806347663,1.1491810699242186,-0.8269430397697142,0.8335734374720922,0.4822636907102768,True,0.00028233406775064773,0.003017482294534174,0.004341324159824866,0.00324651153450571,240,74,107,59,False,`ftol` termination condition is satisfied.,0.0657534246575342,2.98082191780822,-0.1350517825154251,0.1986637856666978
723,-2.7818201367155466,1.1257966104286037,-0.8465476042627806,0.8271853304377698,0.477225268447015,True,0.000317007314157188,0.0034349283877735466,0.005036286547573536,0.0038057512092558544,234,68,107,59,False,`ftol` termination condition is satisfied.,0.0630136986301369,2.978082191780822,-0.1225780117411622,0.1993763122628936
724,-2.8135759283584294,1.1290892343138847,-0.8766928567886142,0.7876845040019607,0.485598503091376,True,0.00023848887536837124,0.0028984146002651303,0.004448318538424721,0.003194129414424093,236,72,104,60,False,`ftol` termination condition is satisfied.,0.0602739726027397,2.9753424657534246,-0.1321085954045685,0.1976202277454574
725,-2.797868719383752,1.125493110597631,-0.8423344416777823,0.8242773983286192,0.49061031308257363,True,0.00027540343501019135,0.0030294173287331062,0.004860071292950453,0.0035460951128251338,234,72,104,58,False,`ftol` termination condition is satisfied.,0.0575342465753424,2.972602739726028,-0.1287130630381911,0.1931452103721724
729,-2.8560838062134364,1.141146011629789,-0.8194993640584163,0.8989951010068605,0.47676349014419084,True,0.00035914293089550674,0.0030005500962598975,0.00463584005125532,0.0037005569280464928,244,79,106,59,False,`ftol` termination condition is satisfied.,0.0465753424657534,2.9616438356164383,-0.1437851455874473,0.1947570832964248
730,-2.897525638288197,1.1678573917260793,-0.8259307544021429,0.8319215261800005,0.5011669168268099,True,0.00033886497854629263,0.0025449393678708063,0.005501812375600923,0.0041037121191209785,239,78,102,59,False,`ftol` termination condition is satisfied.,0.0438356164383561,2.958904109589041,-0.1445768993118311,0.1939484174725215
731,-2.9221671820812105,1.179057784035028,-0.8108916149726606,0.8700388679196863,0.4850163734108637,True,0.0002855556882698884,0.0021085931019594337,0.005087206747126334,0.003803183410625894,236,77,100,59,False,`ftol` termination condition is satisfied.,0.0410958904109589,2.956164383561644,-0.1429520472130803,0.1932834087162926
732,-2.936041356715596,1.187729269154431,-0.8370594825167689,0.8261675072059909,0.4953065237578104,True,0.00019431206689800401,0.0018751311773048535,0.0037702987415270638,0.002877451208272046,227,76,98,53,False,`ftol` termination condition is satisfied.,0.1150684931506849,2.9534246575342467,-0.1419361475278475,0.193639010441229
735,-2.941929830919934,1.1791940818819777,-0.8328332617017091,0.8220035707338086,0.496145262807717,True,9.884411171002028e-05,0.00124787314111329,0.0033114672126245887,0.0023608247485182405,226,78,97,51,False,`ftol` termination condition is satisfied.,0.1068493150684931,2.9452054794520546,-0.1437420819365422,0.1930715294707824
736,-2.9787706765506865,1.1876176399300815,-0.8005749184180654,0.8736132256660131,0.4883936177041831,True,0.00014680728559733844,0.0012212926858828695,0.003332832248355082,0.0024884653236832877,231,76,100,55,False,`ftol` termination condition is satisfied.,0.1041095890410958,2.9424657534246577,-0.1522605888281009,0.1993995528346596
737,-2.960308649431367,1.1704793134748535,-0.8203911700182891,0.8319599553615485,0.4967489224326542,True,6.760437999203024e-05,0.0008430103700578874,0.002709056115213752,0.0019172515819904327,231,78,98,55,False,`gtol` termination condition is satisfied.,0.1013698630136986,2.9397260273972603,-0.1533817233450151,0.1986710686094044
738,-2.9641387430298622,1.170744598518232,-0.8440009177492376,0.8181916163953517,0.4945105965902491,True,9.554295768475275e-05,0.0010009343011227589,0.0031038203326026266,0.002175948159454466,233,80,98,55,False,`gtol` termination condition is satisfied.,0.0986301369863013,2.936986301369863,-0.1557226177041729,0.1987757608925141
739,-2.929852563813071,1.1492171099130684,-0.8261157250817764,0.8205806213544787,0.5046658816013008,True,6.64479478802191e-05,0.0008655461877765306,0.0035492986103389025,0.00214012883893299,231,79,97,55,False,`ftol` termination condition is satisfied.,0.0958904109589041,2.9342465753424656,-0.1534202104469366,0.1993035924977146
743,-2.926227970583356,1.144981528603265,-0.8048834557644918,0.8505207642885457,0.4975884994248302,True,6.053523354878906e-05,0.0007969934224449411,0.002621640128091469,0.0018052902500363228,231,78,98,55,False,`ftol` termination condition is satisfied.,0.084931506849315,2.9232876712328766,-0.154161037143521,0.1994389973483996
744,-2.9756695682674548,1.1715518418708128,-0.8031697311394611,0.8617670703030568,0.49706581127320437,True,8.734484716534395e-05,0.0009400242822868253,0.0028839352377867493,0.001988437504824167,229,83,93,53,False,`ftol` termination condition is satisfied.,0.0821917808219178,2.92054794520548,-0.1645416807830716,0.1963706344425557
745,-2.990337098390113,1.1752649054444422,-0.8171199334863187,0.8325710253195967,0.5012567331199633,True,3.7885001520060046e-05,0.000673061694275513,0.004014205238867831,0.0020732139164083624,234,85,96,53,False,`ftol` termination condition is satisfied.,0.0794520547945205,2.9178082191780823,-0.1699066255301067,0.1984572531238948
746,-3.045804418585292,1.2038414169456682,-0.7871030898473081,0.8743231666206276,0.5011056788539602,True,4.458901065330023e-05,0.0007398452540840108,0.00484334126957842,0.002364182641278673,231,82,96,53,False,`ftol` termination condition is satisfied.,0.0767123287671232,2.915068493150685,-0.1710950216488045,0.1986781775600195
749,-3.0674130127997215,1.2072965970921758,-0.7768344665634908,0.8928474588541542,0.4971007924190619,True,6.10038069850876e-05,0.0009172447735264454,0.003225400463374537,0.001957377762761756,250,90,102,58,False,`gtol` termination condition is satisfied.,0.0684931506849315,2.9068493150684933,-0.1712385736806971,0.1990843718949118
750,-3.0761692862282435,1.2098752901873662,-0.7708154897685077,0.9014186685145524,0.4980774123864611,True,4.87436859846559e-05,0.000735634972754315,0.0030751502611637595,0.0017803198652240361,247,89,100,58,False,`ftol` termination condition is satisfied.,0.0657534246575342,2.904109589041096,-0.1709405976258627,0.1987483118480824
751,-3.1086791517303216,1.2266982047809707,-0.777835368004222,0.9058425905869417,0.48675166193247627,True,5.445473072805531e-05,0.0008154520050556083,0.003189508071023946,0.002017802373833897,247,95,98,54,False,`ftol` termination condition is satisfied.,0.0630136986301369,2.9013698630136986,-0.1742736547290186,0.1917321715323578
752,-3.097371259948568,1.219931285794554,-0.7899100666312505,0.8470459502615497,0.5083481790969439,True,5.8366940785434016e-05,0.0007855742517345604,0.0030976339725504757,0.0020649754843951656,245,89,98,58,False,`ftol` termination condition is satisfied.,0.0602739726027397,2.898630136986301,-0.1741362949784096,0.1978701551024838
753,-3.0936240989510195,1.2164367675546013,-0.7881276556557666,0.9055988893376796,0.4792089601669605,True,4.732925411735545e-05,0.0007969241453612515,0.0026217090257610325,0.0018381094177498214,244,87,99,58,False,`gtol` termination condition is satisfied.,0.0575342465753424,2.8958904109589043,-0.1723978140853926,0.1989285669196011
756,-3.0658267288321914,1.2104764230476475,-0.7990197289382358,0.8573546861423427,0.49237730949858893,True,6.479842600746154e-05,0.0011366237861012523,0.0028025435453147723,0.00188877075219231,258,128,90,40,False,`ftol` termination condition is satisfied.,0.0493150684931506,2.887671232876712,-0.2972646774947589,0.1995045816407889
757,-3.055989808071079,1.2078753186021893,-0.7758344117725097,0.9198038517312612,0.4793140742753097,True,2.574619226680042e-05,0.0005924459649040239,0.0022988797123782373,0.0015333082027397464,238,88,93,57,False,`gtol` termination condition is satisfied.,0.0465753424657534,2.884931506849315,-0.1689758141521984,0.1997764915014793
758,-3.0861528740782633,1.227582083809175,-0.7815234782393736,0.8968560347614631,0.4892843911975604,True,4.2688833002841315e-05,0.0006985249975707029,0.002565652080579736,0.0017366115379238705,242,92,96,54,False,`gtol` termination condition is satisfied.,0.0438356164383561,2.882191780821918,-0.1732436053664619,0.1939931882276641
759,-3.120852531515414,1.2506159794512406,-0.7766601531385726,0.8946393163490699,0.489470976865156,True,5.08112089154929e-05,0.000886666696103432,0.0026282683633928805,0.0017872692949348129,240,91,94,55,False,`ftol` termination condition is satisfied.,0.0410958904109589,2.8794520547945206,-0.1753848777864737,0.1916791099159755
760,-3.1718204411875828,1.2645772231595551,-0.7636697001570977,0.987238112152187,0.45678017842595237,True,3.31016266595724e-05,0.0007545897543443527,0.0022160102515254095,0.0014899366896402803,237,92,91,54,False,`ftol` termination condition is satisfied.,0.1150684931506849,2.8767123287671232,-0.1885293328695472,0.1941833949200584
763,-3.1726947830884584,1.2618151635803891,-0.7606562867161245,0.9647423817730741,0.4645712285615568,True,2.6728360963669185e-05,0.000613251488449974,0.0022035941714572366,0.001305277773570392,236,92,90,54,False,`gtol` termination condition is satisfied.,0.1068493150684931,2.868493150684932,-0.1879013955744334,0.1947320181728257
764,-3.1874350753212295,1.2669520083610286,-0.764189107405051,0.920321491981157,0.48460502446069875,True,1.9636180385033357e-05,0.0005377513498017456,0.0022741870018589522,0.0013517834245687212,236,96,88,52,False,`gtol` termination condition is satisfied.,0.1041095890410958,2.8657534246575342,-0.191713253938581,0.1962821728997863
765,-3.1664489969242813,1.2618977697251712,-0.7645907478929685,0.871698781060223,0.5020243491996862,True,2.001636011744518e-05,0.0005915232574564403,0.0023681429231035794,0.0013590412896576096,236,98,86,52,False,`gtol` termination condition is satisfied.,0.1013698630136986,2.863013698630137,-0.1935419427482231,0.1946005562611399
766,-3.1178005438434795,1.2421166781665325,-0.7656439313829737,0.9011958759420234,0.4872256781654165,True,2.6132895927982268e-05,0.0005598803228419107,0.0024253455149751434,0.0014585069179000613,244,99,93,52,False,`gtol` termination condition is satisfied.,0.0986301369863013,2.8602739726027395,-0.1949526438013555,0.1938763787646998
767,-3.0519060125369495,1.2231234653686758,-0.7526128755843843,0.8537687628510141,0.5220050897770446,True,4.367703505108155e-05,0.0007777878280614619,0.002975692001504023,0.0017224784815891435,242,93,93,56,False,`ftol` termination condition is satisfied.,0.0958904109589041,2.8575342465753426,-0.18913358970914,0.1999563635919832
770,-3.0885532234467767,1.2490434212041317,-0.7684125377101269,0.8533694631608137,0.5187872331889337,True,5.127622590600731e-05,0.0007110183098587207,0.0027914695815702915,0.001850143237425937,241,99,88,54,False,`gtol` termination condition is satisfied.,0.0876712328767123,2.8493150684931505,-0.1950775555459888,0.1928247892857338
771,-3.0404785554068505,1.233460337081714,-0.7722583380475689,0.8275804073318453,0.5292029815462018,True,3.7000265197588205e-05,0.0006306435214627192,0.0028067906756613016,0.0017353292047114052,243,101,90,52,False,`gtol` termination condition is satisfied.,0.084931506849315,2.8465753424657536,-0.1938001757891462,0.1940761225924265
772,-2.9769554957850533,1.213851167261712,-0.7566442467421104,0.8663565539935681,0.5169216751982098,True,3.279117285069843e-05,0.0006891987957668108,0.0025686855736273095,0.0015387663274250233,243,95,92,56,False,`gtol` termination condition is satisfied.,0.0821917808219178,2.8438356164383563,-0.1900758242049961,0.1985362844023084
773,-3.062588998293915,1.2350755758032115,-0.7701117974640567,0.8514457427648066,0.5234093554763092,True,6.722386956667557e-05,0.0008273501673385895,0.0027735940463600884,0.001819602580601597,241,97,91,53,False,`ftol` termination condition is satisfied.,0.0794520547945205,2.841095890410959,-0.2001655202160625,0.1969318583937111
774,-3.058960645436398,1.2577418710659218,-0.7302449985777257,0.985243976697582,0.49341406861950843,True,0.00014803577733638154,0.0013115891013807358,0.0032929727051255004,0.0019757373349206073,241,98,92,51,False,`gtol` termination condition is satisfied.,0.0767123287671232,2.838356164383561,-0.2026204131454169,0.19610958914796
778,-3.060712906286038,1.258494409134146,-0.7799021566661503,0.882955879784202,0.5086619225759172,True,3.408347225047694e-05,0.0006913871677965497,0.0027937444212505504,0.0015663595246767417,239,98,89,52,False,`gtol` termination condition is satisfied.,0.0657534246575342,2.8273972602739725,-0.2037635294711954,0.1930012279776935
779,-3.054385489801099,1.2596067687997687,-0.7837624515307074,0.8883505885561899,0.5015639467135926,True,2.1592252599070413e-05,0.0006628251045759933,0.003052650300478774,0.0014528538483671728,231,94,84,53,False,`ftol` termination condition is satisfied.,0.0630136986301369,2.824657534246575,-0.200336522392087,0.1965310732008946
780,-3.1211655778842236,1.2902904884073139,-0.7719698638230648,0.8815136841657142,0.5107538462450881,True,2.608556547296507e-05,0.0006567351398593744,0.003097393965348749,0.0016021296338896381,223,90,80,53,False,`ftol` termination condition is satisfied.,0.0602739726027397,2.8219178082191783,-0.2059273841220445,0.1908697383638219
781,-3.10705825378759,1.2806384512484414,-0.7720009880275558,0.8787464335570289,0.5125152252723879,True,2.721782893148609e-05,0.0006682240374680466,0.0027785985823437446,0.0015133675888666367,227,90,84,53,False,`ftol` termination condition is satisfied.,0.0575342465753424,2.819178082191781,-0.2057206876973285,0.1903526006933454
