,Pers|global,HAR|global,HAR-J|global,HAR-CJ|global,Pers|1M,HAR|1M,HAR-J|1M,HAR-CJ|1M,Pers|3M,HAR|3M,HAR-J|3M,HAR-CJ|3M,Pers|6M,HAR|6M,HAR-J|6M,HAR-CJ|6M,Pers|1Y,HAR|1Y,HAR-J|1Y,HAR-CJ|1Y,Pers|2Y,HAR|2Y,HAR-J|2Y,HAR-CJ|2Y,HAR-J|global|WF
2020-03-17,-3.866415650369753,-3.403123984356908,-3.30491017588303,-3.6302814030862285,-3.5112223180975817,-3.0358882950245567,-2.8693720171723345,-3.0929645046239655,-3.780150227601412,-3.321753543682202,-3.2409637975381527,-3.5755339549087397,-4.028424672829892,-3.597988189974449,-3.320526924472098,-3.9979153243817285,-4.315809966616059,-3.9335426641034847,-3.5632473649903957,-4.412155501439997,-4.597337413468915,-4.28535682148227,-4.131034457430384,-4.818305105181858,-3.493899471895096
2020-03-18,-3.8597462353425147,-3.3960515993249194,-3.297649001431016,-3.459450046481383,-3.5083645418685196,-3.075190262032524,-2.9089639480753626,-3.017080389116693,-3.7737384615783958,-3.3107907499853173,-3.229879391107561,-3.3889811160232104,-4.016656869683574,-3.5557978724216115,-3.278001273232978,-3.6926129787567428,-4.292930400863222,-3.8664441521287625,-3.438544776952776,-4.401905995019883,-4.547566383532194,-4.192525450641907,-4.003083197546071,-4.791178442273265,-2.8333251840672746
2020-03-19,-3.8434442577940597,-3.3903868019090324,-3.2753495414844016,-3.4581563950164305,-3.490375886421989,-3.0202236228155606,-2.83546593304563,-3.0155180959818333,-3.7589458452698,-3.3113368603783897,-3.216104711150587,-3.3884622876109445,-4.004802165563615,-3.59789108493581,-3.319557384386153,-3.5648535453479133,-4.284456405273682,-3.9354824071883994,-3.506538298119609,-4.124230738833754,-4.543253484804197,-4.269088874668874,-4.080076368563741,-4.582194922131619,-2.7519404705586594
2020-03-20,-3.8382451533405924,-3.4882864295947633,-3.3727693801765124,-3.3802927988483997,-3.488581344244619,-3.1709360388284096,-2.986645383702384,-2.98252764206646,-3.7539385378110457,-3.409729684219995,-3.3140720479799115,-3.306701834632595,-3.9950873303140497,-3.649033406907864,-3.3702205177537303,-3.4968858640056433,-4.265060007646761,-3.9389412194174946,-3.452070969784403,-4.118567963714867,-4.501172355941082,-4.220990723532625,-3.996982339419946,-4.560957354941396,-2.8600420429842566
2020-03-23,-3.8214022149530136,-3.6511731740473357,-3.519400588232453,-3.402311359425842,-3.4711871711145332,-3.272837066083403,-3.069078224082446,-3.006599665612609,-3.737815658294395,-3.586124878866113,-3.490818565369999,-3.182827497435745,-3.9802208995754826,-3.8520177799331656,-3.572138587390353,-3.9290447206159893,-4.2525588434441755,-4.130402561635598,-3.640132494212102,-3.9683958926737404,-4.492845762220489,-4.367769830427014,-4.141524124192525,-4.39745671157691,-2.9505806085083934
2020-03-24,-3.816753442852207,-3.705733297801767,-3.573381275752448,-3.4050478299442224,-3.468321493031841,-3.3624689955463642,-3.1592172850678653,-3.0731497294674694,-3.7337792290502367,-3.6434394937451677,-3.54754282046032,-3.183198802145129,-3.9737080338651953,-3.863181942099766,-3.5830524334791543,-3.9125506040063667,-4.239983783470726,-4.092708453386799,-3.6021796569025843,-3.8852062095931967,-4.465714649599835,-4.291608457438111,-4.032773512334775,-4.406252814619499,-3.0147531344837213
2020-03-25,-3.8147274093808217,-3.721540027485253,-3.6057179663235517,-3.432401238664989,-3.465499324390143,-3.3365975690865852,-3.151571250450656,-3.0250935852255876,-3.7321864557890088,-3.656551847529815,-3.574975826629013,-3.197060656206097,-3.9734562997296536,-3.9211396470406585,-3.6820596253577644,-3.9459961112931445,-4.2409971642500635,-4.195288577725569,-3.7609673251633318,-3.8831786741454835,-4.467542303902877,-4.417620954045468,-4.191762331640631,-4.40235439704429,-3.1030306959326697
2020-03-26,-3.8118893401103993,-3.7820830285105136,-3.666223230259305,-3.391678065819867,-3.4629428293796187,-3.4211374474114487,-3.23594780052557,-2.978251588857338,-3.7294375014101284,-3.710303804715064,-3.6287390034496663,-3.769704725571759,-3.9703881362631157,-3.9416170551010743,-3.702367799687429,-3.9801124471354354,-4.2374643200093365,-4.180209464835519,-3.7453885234800337,-3.8963844804069776,-4.462235473118193,-4.375150272379208,-4.147497961660636,-4.358775070943619,-3.1661060657424893
2020-03-27,-3.80738693370048,-3.770633273740388,-3.654703068368119,-3.3926886893935704,-3.4590945991433486,-3.3937133502734254,-3.208601898591548,-2.940402150085852,-3.7249119548081695,-3.699113827995894,-3.6174823024274385,-3.7684062135279968,-3.9650913794691265,-3.9526743451769435,-3.713201179978763,-4.000680228247722,-4.230983570644775,-4.221951898838514,-3.7859718992932656,-4.259686336708002,-4.454030339071967,-4.44763908420121,-4.217557433767724,-4.28080487536195,-3.1529382523901797
2020-03-30,-3.810294167654959,-3.886145112230225,-3.7869464037548863,-3.9492591842175515,-3.460340253895794,-3.5011485144862537,-3.3338029024332427,-3.598187732998708,-3.72878677582407,-3.818690357476062,-3.7515630632833594,-3.881717907115292,-3.971436045394913,-4.071599184068865,-3.873104905418141,-4.099549981586987,-4.238929050001089,-4.323366630718393,-3.943607304384143,-4.32907595468193,-4.460387562067788,-4.5184832842508795,-4.321813908493346,-4.353423692072882,-3.344596262631574
2020-03-31,-3.8096946892289556,-3.966099866222287,-3.8666186425067415,-3.991075684273059,-3.4595570246622,-3.5494861439728957,-3.3823151462121417,-3.6135199021224365,-3.728270137387448,-3.909289370905585,-3.8417898895527887,-3.922991488380204,-3.971346707905241,-4.21262129526012,-4.013797664016403,-4.175764256421769,-4.23902358478353,-4.513483922600897,-4.132470884782317,-4.45360237464876,-4.4606138606100965,-4.704350295457216,-4.504460066804725,-4.675624854295045,-3.4329663652134355
2020-04-01,-3.805718351448618,-3.889053922292074,-3.7898852190718717,-3.974473132165729,-3.457115653784493,-3.5250636724330495,-3.3576961500374973,-3.623264776589914,-3.7238862197663667,-3.806537307956447,-3.7394854416427092,-3.8967070385842795,-3.9651997880649956,-4.050814363049371,-3.8521287339030597,-4.11781508416519,-4.229932365420738,-4.3070816559086795,-3.9259981943376543,-4.359651855450995,-4.446041086865021,-4.519255303942137,-4.318133148944053,-4.546908479135683,-3.3450046072564166
2020-04-02,-3.803664058367452,-3.9156160033678744,-3.8162160647647108,-3.979620674571342,-3.455100834072299,-3.535877383574252,-3.3686018255332115,-3.6253714769785446,-3.7217683857414037,-3.8349061201974237,-3.767603556860267,-3.901670189285612,-3.9632546871757173,-4.085975235968688,-3.8871428903796277,-4.126657317162522,-4.228281783918564,-4.345532996671016,-3.964343516619441,-4.372829752315935,-4.444520356513681,-4.555584879033601,-4.355026174235286,-4.563480300019589,-3.3755695958565686
2020-04-03,-3.8044063232449274,-4.03552139070321,-3.935710057149018,-4.036998477993836,-3.4556569990835517,-3.641550278963791,-3.4926848252781233,-3.674493077272973,-3.722688534361134,-3.9599939690501054,-3.8922480639746144,-3.9606868754962723,-3.9644212748517784,-4.209702895783607,-4.0106271085694445,-4.192388184188237,-4.229355384911835,-4.459971478136143,-4.078233329353115,-4.4410255164887875,-4.444793579253289,-4.6490022405413445,-4.4487781795774595,-4.625865497723543,-3.5086970711000647
2020-04-06,-3.807133273061447,-3.9932937104963204,-3.91063155080492,-4.052747165506207,-3.4577579396429927,-3.620742276711948,-3.4896496307358826,-3.7035187500017686,-3.725996106964779,-3.923677650088165,-3.87083750027415,-3.9792768374045955,-3.968366158660946,-4.149753145123889,-3.992031465458632,-4.18825573803904,-4.23327146766269,-4.377005545360463,-4.052060868915416,-4.410150562024738,-4.446747647729172,-4.562319238398329,-4.392851545702467,-4.578690650001004,-3.527719917655133
2020-04-07,-3.809134929204366,-4.083885836591873,-4.017375285097047,-4.068695436157109,-3.458938587744402,-3.7078591612775207,-3.595282360167085,-3.728307623702137,-3.728273388737355,-4.005952293188652,-3.9670006159861035,-3.989628157829269,-3.971863275452202,-4.227252680565584,-4.110658990868741,-4.189754676895711,-4.237939763769072,-4.446414705016436,-4.178854393085469,-4.4102693645116915,-4.452509531939453,-4.616733459119362,-4.481888354629421,-4.581948060194251,-3.7024310529733877
2020-04-08,-3.8277467997554777,-4.214201626332694,-4.164751262011104,-4.19251514396676,-3.4752637488942213,-3.825798664645115,-3.7309658818175317,-3.8205006074795222,-3.7490356798973288,-4.143244875124036,-4.119200867337289,-4.128644474223745,-3.994127030527166,-4.365365947833769,-4.28987584785192,-4.345793993001697,-4.258256585955691,-4.583426797943016,-4.370773427390863,-4.571323500141397,-4.4680707745567805,-4.755369359791704,-4.6485117686482615,-4.745091848492972,-3.908767487102782
2020-04-09,-3.832859154926407,-4.361940646140131,-4.329196147785841,-4.319690923473838,-3.479840794182407,-3.96976202430777,-3.8928015073945925,-3.9413499914722365,-3.754872545382725,-4.309731420109344,-4.300159776964285,-4.272325879233507,-3.9999462269284765,-4.509608477161435,-4.4750694571593765,-4.473421281563525,-4.263110994286846,-4.688504164922095,-4.531475935509554,-4.667185853983001,-4.471662948151603,-4.820260660354189,-4.74425927289449,-4.808019536926723,-4.136017659214306
2020-04-13,-3.839834945981252,-4.427853867436687,-4.411744283462181,-4.359354616531399,-3.4857462918286446,-4.010228888656236,-3.9512175838634858,-3.9839434115172545,-3.7627037936116325,-4.41324409696335,-4.417785486960014,-4.316157127067172,-4.0086073574172705,-4.632556396030706,-4.639085640800671,-4.507174936747731,-4.271633155142325,-4.76273383741293,-4.662801416037575,-4.687762664509649,-4.47937317090955,-4.846403779666217,-4.803283293051628,-4.816840727342794,-4.2784458906796505
2020-04-14,-3.903992491688964,-4.377872536185525,-4.380738994763299,-4.454425458588741,-3.546224344030906,-3.9737980283838046,-3.9306829570748874,-4.072380939951436,-3.8286908796725188,-4.304746768451681,-4.326201844392076,-4.3862939773560035,-4.074779906864658,-4.548007211453427,-4.596332482261321,-4.600368670331199,-4.335937203984127,-4.781804395216953,-4.737623076815139,-4.816330739767901,-4.53899440402817,-4.9616263718992295,-4.947125094760589,-4.9771927666091385,-4.2739909257099535
2020-04-15,-3.9663608189403474,-4.298722045973316,-4.319220734946299,-4.3763846490534,-3.6045358188443353,-3.911541024133006,-3.8856597560135224,-4.011461828466257,-3.8959824570359625,-4.227586091112822,-4.264257192436536,-4.307062477271685,-4.139849743379556,-4.457729533866932,-4.547635815375798,-4.509925651171331,-4.394027437977832,-4.678066185311481,-4.6931359085218025,-4.716241983716588,-4.5881598511112305,-4.855177823675503,-4.876075098711214,-4.874619295775887,-4.2574918021369
2020-04-16,-4.228931053477726,-4.563155010798197,-4.601862411932779,-4.481434242240691,-3.8631055174456304,-4.159926032003946,-4.147686380797837,-4.11067648624794,-4.169825176779596,-4.5140597142075265,-4.56385782741414,-4.417122434903814,-4.394396415799787,-4.745077669284933,-4.696175938075934,-4.621850863503645,-4.611411807200356,-4.8879364577293485,-4.960293141017855,-4.824161420410173,-4.759125105020757,-4.999763581212537,-5.058365660213133,-4.975380446725156,-4.603895586297009
2020-04-17,-4.245904459686277,-4.418513320150423,-4.458717066938762,-4.457789870529472,-3.8840897665647756,-4.040939508530041,-4.02765583290614,-4.093452789088859,-4.1850098085207055,-4.346446617184643,-4.397832951812321,-4.390192694923606,-4.404244588608632,-4.560503217597182,-4.512351227006527,-4.590765521045829,-4.61578690922526,-4.770307049965261,-4.842748944176075,-4.7932082374524985,-4.759195533965036,-4.93912716263441,-4.996586519884586,-4.948275987417617,-4.436615524872064
2020-04-20,-4.25899748521847,-4.266114913538156,-4.307092861849969,-4.35675219542032,-3.8852173825530816,-3.878265174636934,-3.8649273410385763,-3.990355129472917,-4.197663946292779,-4.189725406514809,-4.241807090049197,-4.2826696855944135,-4.432566317830698,-4.432356992422794,-4.385535996977921,-4.497514525538792,-4.6678935573414835,-4.688669439422787,-4.815035133117573,-4.7326426131817545,-4.84511104375794,-4.9220612898239,-5.012985415838871,-4.939134828432668,-4.252152209419429
2020-04-21,-4.316911388266204,-4.289811860627483,-4.346654953118062,-4.366189851146299,-3.9559662077066955,-3.9285665141752193,-3.9321989268546935,-4.0148253576153055,-4.251662461150377,-4.208031954485278,-4.164211713014872,-4.288066613366765,-4.467145492801857,-4.4275217892792655,-4.381964024783664,-4.488981347743647,-4.681589381175048,-4.662047537881138,-4.789580005388254,-4.709012562882102,-4.839721868579388,-4.868788536330059,-4.959919202858245,-4.892988711353252,-4.3126263204719955
2020-04-22,-4.335866761458656,-4.337808350796737,-4.395191962022231,-4.396182288955562,-3.9596403630653345,-3.9555502260239987,-3.959072604615948,-4.035525286176603,-4.2699322243611455,-4.250133504505791,-4.206780311342713,-4.312555998289891,-4.50435574760145,-4.487400042444091,-4.443045505984396,-4.526696622694879,-4.748550153538243,-4.7499622096787055,-4.684901410598378,-4.77301180121637,-4.953581718652833,-4.99281953169582,-5.115143448348251,-4.99662214783386,-4.3641554349879845
2020-04-23,-4.435392644407862,-4.561499023490305,-4.517300429948021,-4.431162129603566,-4.068082311682438,-4.272583126313736,-4.302395273144585,-4.074010316562093,-4.3686086126217925,-4.501395078239771,-4.459490069273877,-4.346612887651041,-4.587185609198822,-4.647438040558217,-4.60573294332364,-4.556359551873464,-4.807152587180652,-4.8387068848044335,-4.777468881046666,-4.796408563747539,-4.98336181974977,-5.02805380432571,-5.15313252709216,-5.010692862158972,-4.576092167220561
2020-04-24,-4.456976648288808,-4.315726935067409,-4.273871747720699,-4.397239847868974,-4.078778615493116,-3.933280116229627,-3.961103098307702,-4.033281961005997,-4.385307238004293,-4.2276155702389095,-4.18811507093486,-4.310369329745716,-4.617568601082344,-4.470333888801657,-4.43010226051646,-4.531068031515526,-4.867093506229784,-4.753312610755442,-4.695235457493333,-4.7961195742061635,-5.099353989300741,-5.043074716573063,-4.982525826424166,-5.060433961542797,-4.293013943258095
2020-04-27,-4.47690189234889,-4.364659163483795,-4.323468137490969,-4.438858340167987,-4.104818545288369,-3.9870286544441282,-4.014179073550714,-4.079239583145702,-4.403149090873372,-4.275202787524208,-4.2362524486666295,-4.350521100869832,-4.627018441507768,-4.509253947809345,-4.469267938946636,-4.564134650309808,-4.866955184746327,-4.779815635586024,-4.721432638402892,-4.819261556465053,-5.091532462954494,-5.05584054165283,-4.994614127651097,-5.071850259760708,-4.344179304966849
2020-04-28,-4.507691568864845,-4.585168628397749,-4.544050244417493,-4.521615903886758,-4.133059552147897,-4.214252144006138,-4.241600457434236,-4.143923830303593,-4.434839074255416,-4.4944284082898385,-4.455498718818419,-4.4356244218041985,-4.6597842320976115,-4.702282056616622,-4.663036542486957,-4.6618050652110465,-4.90062244024245,-4.951006026732818,-4.893606441411076,-4.931244096307929,-5.1276883158044715,-5.2176341490135885,-5.15727129134997,-5.209415242481005,-4.589824886925575
2020-04-29,-4.543976395350336,-4.4838331358545584,-4.444951229348801,-4.546075918139752,-4.167311117181964,-4.098093821378704,-4.123675924779922,-4.173130333901473,-4.470706535439877,-4.396112448730045,-4.35934865343089,-4.461165182553611,-4.696663919857526,-4.629569748637186,-4.5917977546901,-4.678803435347798,-4.9395627721265125,-4.901323391916025,-4.845866040514396,-4.938314757623424,-5.171780214427823,-5.196102142138997,-5.137278027489917,-5.213586833347042,-4.46735310484617
2020-04-30,-4.572559537671511,-4.481721451237138,-4.44368180129362,-4.526430954898258,-4.203591594545263,-4.098917550350989,-4.123862554203092,-4.157981856139134,-4.497094668296897,-4.3934017287145375,-4.35731423350299,-4.440052725304903,-4.7128120395564315,-4.620863604043295,-4.5837043844567695,-4.654738060462591,-4.944641743654075,-4.886263028951706,-4.831567384388869,-4.91213713616071,-5.16802649024712,-5.177832901944497,-5.119600642893578,-5.188563224651167,-4.4661671478203875
2020-05-01,-4.568480222252562,-4.44682313081037,-4.408988055416576,-4.535890731167051,-4.208804998065883,-4.076651423804972,-4.101134517560309,-4.179295515967588,-4.489209037487507,-4.3652951233598705,-4.329298846224506,-4.453188691691218,-4.696189559874195,-4.588082880369947,-4.550390252338048,-4.655210671957509,-4.92096515729922,-4.8296152956744285,-4.773646463421572,-4.882712683915781,-5.138587936184974,-5.090769580446798,-5.031010894894169,-5.120243302396552,-4.42451213226091
2020-05-04,-4.629514320070685,-4.648095740927325,-4.611636649250235,-4.631609654796755,-4.255047537048637,-4.269340150228571,-4.293155249920946,-4.270214159880749,-4.55535673472646,-4.564226994165538,-4.529645893117554,-4.552661331124655,-4.771941539832709,-4.769707924437915,-4.7343313550836275,-4.754517564965063,-5.008143117547479,-4.992312940192891,-4.940991765962915,-4.977378808230416,-5.25146979271554,-5.236283584639067,-5.184389940273382,-5.218774031964506,-4.644981495286306
2020-05-05,-4.668715049093879,-4.58805013830739,-4.553335473536438,-4.622890064659979,-4.29425493135956,-4.200081410756846,-4.222736856777237,-4.2565360910535714,-4.595870815273096,-4.5077405077265595,-4.474832851039223,-4.54420774079935,-4.809101104685993,-4.732047808617747,-4.698092409322311,-4.751615400102843,-5.041202727928918,-4.97471046325899,-4.925230696944137,-4.982576422633269,-5.282421587054402,-5.242762641736253,-5.192107833938629,-5.234908057596856,-4.574546661531482
2020-05-06,-4.678223503199221,-4.720475023472542,-4.6855696134185925,-4.681780330112096,-4.306050943395293,-4.34667581262399,-4.369468494251457,-4.3116645203517745,-4.604587851233084,-4.648197074776714,-4.615010234154027,-4.607445778144118,-4.815347659125157,-4.843164401531385,-4.809176515317902,-4.814142271140202,-5.044593414930727,-5.043144217568858,-4.9932938522179615,-5.03359143438971,-5.282677221275876,-5.272179451117342,-5.220625016242411,-5.26899875230542,-4.721298730656609
2020-05-07,-4.707561719258745,-4.628604094142021,-4.595490289411834,-4.690472063980014,-4.334154659151087,-4.24237641328667,-4.263823005850433,-4.319157158283923,-4.628015538163728,-4.549698760531116,-4.518111032553935,-4.614054454427522,-4.844033257895033,-4.777572491100799,-4.74475070485155,-4.824405585127508,-5.0829925396201086,-5.01593957747907,-4.967977095575458,-5.049268814503607,-5.337968776929794,-5.284367506231412,-5.235023996087505,-5.29828972827559,-4.612047173353065
2020-05-08,-4.695015520014306,-4.632640012509901,-4.5993518442816335,-4.7253038764246025,-4.325063932079754,-4.23830566101345,-4.259672473277708,-4.345058446526422,-4.613943518435444,-4.546978008751521,-4.515205463981241,-4.641154608171016,-4.8273799788806695,-4.7887761385748755,-4.755312953780214,-4.859425271564724,-5.064121017315372,-5.054922545711411,-5.004862856332749,-5.105896716029652,-5.317908914247562,-5.359071504368133,-5.306028433310155,-5.385503256218857,-4.612997918661799
2020-05-11,-4.696163503790849,-4.7000961335558165,-4.666263442285895,-4.7171061223449655,-4.3262276900492065,-4.3152632809238884,-4.3371394508217325,-4.340273837000656,-4.614920531861103,-4.61042915986076,-4.578097472367843,-4.632094105931545,-4.82831589923765,-4.830599418573748,-4.797089866849287,-4.8474830049667625,-5.065294448756364,-5.0779730092338315,-5.028447746053488,-5.09181239479557,-5.320160747825966,-5.366534093428791,-5.31501178129645,-5.371345993652553,-4.692549189820729
2020-05-12,-4.667430773400192,-4.497766937499732,-4.463512070839538,-4.600640652232005,-4.299034448550427,-4.116482907764952,-4.138714968408296,-4.234839277053587,-4.584709867781152,-4.40707504456658,-4.374318868537358,-4.510965791029999,-4.797962576671709,-4.644117192649636,-4.609953713530238,-4.722960139636905,-5.036733987890654,-4.9183576731569545,-4.8683619571023735,-4.974619506303317,-5.297356104461238,-5.244306732331064,-5.192159477039352,-5.271272625950025,-4.47211193681192
2020-05-13,-4.657117895393063,-4.504757681945492,-4.46976899008039,-4.56199737461671,-4.290106210523863,-4.126774387217489,-4.149621141609857,-4.198312763878872,-4.573498524026325,-4.412740540166413,-4.379223092336501,-4.4712450739233685,-4.786126009025588,-4.640169010892462,-4.605604837064569,-4.683684109757084,-5.024772017242362,-4.905941710615966,-4.855860946460399,-4.938705910822802,-5.286260047266579,-5.225061942885638,-5.173390975475609,-5.2402890191694675,-4.485367717204511
2020-05-14,-4.668569367913541,-4.5078996438640955,-4.4732867584033835,-4.562363616037435,-4.299727203222737,-4.120818033096583,-4.143453853755572,-4.194585325201004,-4.58504151609238,-4.41656750555544,-4.383393661727937,-4.471795869220252,-4.799412291289929,-4.651908186946063,-4.61779742709803,-4.68881967597953,-5.039844749674593,-4.926756559957206,-4.877525546718709,-4.950390382451811,-5.304920261995041,-5.257662462133932,-5.207355394244546,-5.261789447641819,-4.488535977123713
2020-05-15,-4.696997292374705,-4.742482627229797,-4.707656438123463,-4.6335767462496085,-4.326293051896364,-4.343450589111527,-4.366289626804574,-4.259476612269093,-4.612015577777235,-4.645425674260198,-4.611918139816906,-4.5428639521859795,-4.827826189445072,-4.871437022701469,-4.837866862405264,-4.761952859848752,-5.0730694089828265,-5.149345792482907,-5.102176727653382,-5.027209452579822,-5.348408419782979,-5.411728821344758,-5.366043530959944,-5.347292975333032,-4.752078123411225
2020-05-18,-4.668427143277694,-4.447988770756057,-4.4136632430405776,-4.5425322778656945,-4.304239580768247,-4.085971325611498,-4.108350589721767,-4.188136405270348,-4.581882708875131,-4.35306044466835,-4.3200890601704645,-4.4488966350588175,-4.792446238901535,-4.577737139185125,-4.543543246154845,-4.655005450608111,-5.031564558552241,-4.84661609042617,-4.797211535806132,-4.906673534825807,-5.298484675634942,-5.17198038677442,-5.120934476604676,-5.204893583651412,-4.421150882623055
2020-05-19,-4.676278282150997,-4.653900894551561,-4.619082298888046,-4.639338790795925,-4.310603897132802,-4.283044290780933,-4.3056078979748955,-4.283515947619964,-4.589554067786294,-4.555241265235586,-4.521770341421784,-4.546417333623204,-4.80165708078253,-4.762337965580077,-4.728052661081152,-4.749048736729462,-5.042896148364861,-5.001815178201181,-4.952472232398355,-4.990337865867383,-5.31364842533848,-5.286014894921161,-5.2369652624993765,-5.272422152661415,-4.648974380024289
2020-05-20,-4.71075198643754,-4.631940592334794,-4.598773970398589,-4.673983689173277,-4.346751411741701,-4.263999555721081,-4.285304159734758,-4.3196716115738365,-4.623453520115487,-4.533780958162456,-4.501862038103853,-4.579249627738825,-4.833084924039255,-4.748375369460693,-4.715239015651961,-4.780571837733285,-5.070785090006626,-4.9976419983395814,-4.949384533076165,-5.020609938926634,-5.337712860121508,-5.293269595570796,-5.24411742615195,-5.3017028851728085,-4.595499115054226
2020-05-21,-4.736463777242596,-4.668770348332566,-4.636501941223411,-4.70854806373076,-4.367175076980492,-4.321546111865336,-4.342308432693218,-4.367279416238043,-4.650138834627175,-4.571642465695443,-4.540576736681746,-4.612955278444809,-4.863638242131608,-4.770559536590156,-4.738470140600782,-4.804078502693761,-5.105569090664995,-5.0026301343201025,-4.956344350235904,-5.0324390490337,-5.385740234797652,-5.286879779926663,-5.2403716796250075,-5.304704340598057,-4.633876054893067
2020-05-22,-4.7565379653286,-4.7317547045361374,-4.699706868986068,-4.709339965514283,-4.3881089425449185,-4.374873998955195,-4.395509486535588,-4.3682581861655665,-4.6711284561543405,-4.631279121762303,-4.600413855320684,-4.613755870189314,-4.882002988659944,-4.824797385461923,-4.793259698516141,-4.8048010531105625,-5.11982611686463,-5.0491730608546055,-5.004094692559638,-5.0334145652597995,-5.396922199994481,-5.321452777046465,-5.277265599281145,-5.306980634269215,-4.706188237489147
2020-05-26,-4.751507620987376,-4.843181693412757,-4.811575743872353,-4.884955601586945,-4.385491168205096,-4.51151437029723,-4.531375339573546,-4.542944477450972,-4.666127645323494,-4.752611393599981,-4.7222388303416,-4.794615960795854,-4.8747183459549674,-4.937053551297869,-4.904939821954787,-4.976726779776643,-5.1091561828041065,-5.144659851225971,-5.096493137592146,-5.180897293111149,-5.379624945652002,-5.388002805492816,-5.338655138966542,-5.411721210636359,-4.815895246537371
2020-05-27,-4.78727133555587,-4.865297946365283,-4.834796516397336,-4.8890807889655,-4.422954020967847,-4.523014097501439,-4.542024647626605,-4.554057680504673,-4.702027535918479,-4.768409789492251,-4.739089079217441,-4.797937518734954,-4.908039453622597,-4.953803631249705,-4.922859884549736,-4.975434670106891,-5.137319249589933,-5.160714066538853,-5.114511184811533,-5.177077942570066,-5.40251654165085,-5.402540080623827,-5.355630525628195,-5.408997503612001,-4.840424468595689
2020-05-28,-4.818117898761761,-4.934982385712868,-4.905557010974396,-4.95368559769804,-4.453212166533266,-4.564870997475094,-4.582904530036376,-4.614129882447079,-4.733491684674207,-4.8540742331897455,-4.82572317909729,-4.870240029230291,-4.939074541355051,-5.048651880092383,-5.018601547720404,-5.04428169907419,-5.166505699383252,-5.250981212968176,-5.206026623906466,-5.235573431994162,-5.429220148648957,-5.476568436361122,-5.432028968409444,-5.453420023163924,-4.913398695345291
2020-05-29,-4.816945912489796,-5.007397287407139,-4.977931845362531,-5.019980061539403,-4.451002767878556,-4.6192871359090155,-4.6372824266952755,-4.658515855662449,-4.732559478183974,-4.929536102752306,-4.901193623541025,-4.9418407181973,-4.939018169599159,-5.129207413333315,-5.09895149804402,-5.1238528650601545,-5.167456949715137,-5.332941183000616,-5.2868697351826635,-5.319396394874279,-5.432119113606601,-5.554925128729167,-5.508662129714903,-5.5367484569765555,-4.989839570990796
2020-06-01,-4.837364239034171,-5.033057302772845,-5.004205739199785,-5.032255719542529,-4.469374997517278,-4.641945412163808,-4.659617447533668,-4.665421967419323,-4.753697452517234,-4.9527707539733665,-4.925048167318854,-4.956289456547889,-4.961471238378923,-5.154039161143998,-5.124535039305109,-5.141293774133624,-5.190261037081987,-5.361000588263435,-5.316153571728748,-5.338818744356503,-5.45552408967861,-5.588433457189486,-5.543914254568777,-5.557960279882681,-5.01781617158774
2020-06-02,-4.849743285699131,-5.035045507845372,-5.006933910449727,-5.0712824117814,-4.4807195412522,-4.604322271323459,-4.621582751742608,-4.6578100732050896,-4.766055831720262,-4.949689980694492,-4.922698955025804,-4.990928902082765,-4.974639614450265,-5.199961466787006,-5.170799823294761,-5.22259490287575,-5.204290054615855,-5.475991931475662,-5.42982897424104,-5.482410756476639,-5.470991451506058,-5.795196336962433,-5.746093266668369,-5.785704270614539,-5.015695954507155
2020-06-03,-4.893507330844568,-5.063006371407094,-5.036419518341583,-5.097862098829895,-4.5189249326283205,-4.603938995518244,-4.620364888399183,-4.6578789107859855,-4.807591367921382,-4.989028188492598,-4.963361327411791,-5.025485020044162,-5.020213687956394,-5.2728641390948,-5.245166832446354,-5.290163153985618,-5.261982049684375,-5.602803874990566,-5.558619045161548,-5.603775395373972,-5.552762046885794,-6.03140049900002,-5.983059534143016,-6.020881788463023,-5.044418144299646
2020-06-04,-4.892876960169567,-5.05939270049151,-5.03278371439369,-5.094522131311977,-4.517440678406481,-4.602742325324518,-4.619206076037171,-4.656526677602857,-4.807120615187042,-4.978804995880478,-4.953125930244907,-5.016681593250632,-5.020801548210467,-5.266653997420929,-5.2389936262935395,-5.284014959680032,-5.263634486903504,-5.613787530332947,-5.569640646087612,-5.6106398518989185,-5.553955558245782,-6.005747676558234,-5.957291566764516,-6.005273909099598,-5.0406177020377445
2020-06-05,-4.886533849948923,-4.8742426280280275,-4.847706347275402,-4.96017153140237,-4.5172864829486965,-4.488720696810066,-4.5052319121537385,-4.577591033724439,-4.798579793353169,-4.773143329819948,-4.747462857501979,-4.863427528799111,-5.007553321639706,-5.008561414488527,-4.9810497662025455,-5.0808958472136325,-5.245476121140259,-5.285350334031749,-5.243423421023936,-5.339173424643319,-5.529533724406842,-5.610869512077453,-5.566502604565514,-5.641453917808008,-4.841515441260766
2020-06-08,-4.8874584690161065,-5.004728505956301,-4.977290072416293,-4.967767015047728,-4.517486246614154,-4.599554398476334,-4.616686396603073,-4.5856069737240395,-4.799164878825412,-4.9036493105545205,-4.877003627401935,-4.870421318309979,-5.008923705246101,-5.1296489038055455,-5.101934916872345,-5.087487100246091,-5.248700328533316,-5.400121353571835,-5.359070774175214,-5.346119230984534,-5.535650067084684,-5.6985533832782655,-5.65863076562433,-5.646809242038785,-4.991313287419864
