,Pers|global,HAR|global,HAR-J|global,HAR-CJ|global,Pers|1M,HAR|1M,HAR-J|1M,HAR-CJ|1M,Pers|3M,HAR|3M,HAR-J|3M,HAR-CJ|3M,Pers|6M,HAR|6M,HAR-J|6M,HAR-CJ|6M,Pers|1Y,HAR|1Y,HAR-J|1Y,HAR-CJ|1Y,Pers|2Y,HAR|2Y,HAR-J|2Y,HAR-CJ|2Y,HAR-J|global|WF
2019-10-25,-5.341944366191343,-5.6243329579738575,-5.613581993976479,-5.646957643995493,-5.003017860112376,-5.278369453563003,-5.28224379484306,-5.305306212594142,-5.233308459217311,-5.510453117864875,-5.498838412886469,-5.538565749056583,-5.415694696799696,-5.674253783975477,-5.659825394941627,-5.695181376553162,-5.638877112990304,-5.887999994943153,-5.863301463172837,-5.899806191525136,-6.006139704372931,-6.239078970109001,-6.215331395155984,-6.246308816938563,-5.619472501322162
2019-10-28,-5.333566246226992,-5.525974848502907,-5.515073052658923,-5.573681153367642,-4.991284357947236,-5.116808168829339,-5.121096073602079,-5.183615471775236,-5.225906915398553,-5.428551907021573,-5.416798530573883,-5.476410308274544,-5.409892818940615,-5.636195986749643,-5.621651106760138,-5.663968563722585,-5.634714863521967,-5.883460421871594,-5.8585965803310405,-5.893691433559274,-6.004003470733769,-6.27605578720911,-6.252073710025983,-6.274108301155016,-5.52147007340185
2019-10-29,-5.339160495933298,-5.629528588612545,-5.618115792596956,-5.584080353427289,-4.996138389463753,-5.223457657855455,-5.2283159037633276,-5.183670472372492,-5.231854583296497,-5.531881346491316,-5.519617363440364,-5.490637342647637,-5.41618535353289,-5.720456605720466,-5.705955562347597,-5.68575986081558,-5.64092380904942,-5.946726910439199,-5.922137951513996,-5.9206649075979065,-6.009900613074188,-6.3085427509273515,-6.284956348267178,-6.297289206269234,-5.622957012704979
2019-10-30,-5.349337973791394,-5.551997969631022,-5.541322337572494,-5.559169107828126,-5.003982882046729,-5.143889094620613,-5.1483363393652235,-5.156467868613008,-5.242895333448884,-5.467188375630316,-5.455633744955643,-5.472524270933466,-5.428401102212807,-5.665461217100095,-5.651522010313866,-5.669932980090446,-5.654100749644681,-5.893027502691208,-5.869327271496056,-5.899510200973107,-6.021279423726249,-6.23675130879474,-6.213748881812075,-6.248286420002166,-5.546574411229863
2019-10-31,-5.385908691201196,-5.49490037866871,-5.485659678484241,-5.527024681948257,-5.03715886407756,-5.090907867686711,-5.094568211533461,-5.128570786842077,-5.282136937938486,-5.395041454736516,-5.384971596292855,-5.433640317180777,-5.4688567343707115,-5.601642674876862,-5.5893143865042685,-5.631632921012823,-5.6906394782950045,-5.861713445821647,-5.840554812438199,-5.877134849214356,-6.0565474545320415,-6.253849209088327,-6.233541314771545,-6.255389142569244,-5.490040560182166
2019-11-01,-5.439387794751089,-5.509427338130043,-5.501981379716747,-5.533350403950387,-5.07977086029322,-5.086382648553722,-5.089167144602737,-5.120316278021462,-5.342986194027914,-5.422314732835131,-5.4140983655086705,-5.447568937784601,-5.5310935383934865,-5.638367001019183,-5.628199780675054,-5.656458187292244,-5.755149852711764,-5.902691899785989,-5.885139678194773,-5.912245633295895,-6.108022464363656,-6.289919134968209,-6.272068004686724,-6.294695621048427,-5.504521135883774
2019-11-04,-5.465187710181833,-5.7017508998555755,-5.694515442553726,-5.62749983045736,-5.108134425829315,-5.265833516787057,-5.2681613455813725,-5.220884604967997,-5.3703380301459935,-5.635702778609516,-5.627506617289083,-5.542854993311145,-5.555231843511453,-5.842084755929666,-5.832331787529529,-5.738695559342597,-5.775346639168934,-6.062446436895121,-6.045943225261687,-5.976974120796937,-6.11790179984476,-6.3664497940270035,-6.350883709917441,-6.326297976570121,-5.6949305616489125
2019-11-05,-5.514255145331234,-5.587073783357129,-5.582239763598668,-5.60651251380089,-5.142685235742241,-5.160235491111619,-5.161430590332519,-5.191150367876348,-5.4258514435708385,-5.504798843636537,-5.499272193227901,-5.525414793824693,-5.614950142198638,-5.717935186021747,-5.710598703939646,-5.7301069239280755,-5.843425318554411,-5.974514500246335,-5.96160267250446,-5.979656203269844,-6.183077749044747,-6.339676141047014,-6.325995887633539,-6.341609033194233,-5.582429755852291
2019-11-06,-5.517425580373188,-5.805955949943783,-5.7999148970016075,-5.649177480297962,-5.146194830877511,-5.458072619477256,-5.460724085091011,-5.2278252621568555,-5.429791072399694,-5.801921433541948,-5.794492356339683,-5.564877997220068,-5.618100568595499,-5.907619742424306,-5.899986891831389,-5.773143828177997,-5.845155450524129,-6.093213232515295,-6.080135867606444,-6.0330353449696625,-6.181771331258778,-6.431708058967575,-6.417002965618113,-6.420842169157401,-5.797445625528483
2019-11-07,-5.621651428313536,-5.841689871671751,-5.840124138924395,-5.7852244372917205,-5.2379582888883025,-5.388317855414509,-5.3874517791923315,-5.3387066909224306,-5.535757432967067,-5.7640199178346165,-5.761649253558879,-5.7165704291865485,-5.727076787932989,-5.982056663426957,-5.978127757817188,-5.940369905926045,-5.972730325492428,-6.2377568450684855,-6.230245581142161,-6.198540525998212,-6.317643440214166,-6.593618694365635,-6.586610168848735,-6.555126296693164,-5.83604434662857
2019-11-08,-5.668713945486019,-6.002634999040971,-6.002801211870216,-5.9445446732282035,-5.281904164154428,-5.5335041262813744,-5.531218658162148,-5.48106232671295,-5.5866224998544025,-5.934199442256632,-5.933593691806642,-5.883686750572566,-5.775862095656219,-6.160770536838691,-6.158152390188801,-6.117104222589428,-6.022981086319716,-6.405574176933545,-6.398860860572786,-6.367748259730027,-6.3558068861640376,-6.715202803629726,-6.707297998887063,-6.6908061467382876,-6.004797492732735
2019-11-11,-5.702431060552799,-6.075239597550081,-6.076242231581625,-5.971258769674743,-5.311378055886206,-5.627649363187675,-5.6249868993137655,-5.515288334435357,-5.6162522103847055,-5.980499092634152,-5.980605965084629,-5.8988053495386366,-5.808027240378081,-6.193956989112035,-6.192427836956396,-6.127236881107964,-6.069777358205076,-6.453187014754171,-6.449341497243612,-6.38732320943647,-6.427727884144777,-6.791848319870552,-6.789541227764964,-6.73374125194388,-6.077338188928098
2019-11-12,-5.79094260003761,-6.086960180275126,-6.092209465394107,-6.123118244888714,-5.386011194256614,-5.606508927382359,-5.600757003886249,-5.6522056894223365,-5.714551259688115,-6.001237515122111,-6.0056112922403075,-6.042064792892819,-5.911085476692057,-6.256390888891065,-6.25838200498554,-6.283048298329022,-6.169114669634468,-6.569590390837407,-6.568825022272309,-6.577155912621712,-6.51500560641317,-6.97520835805767,-6.971781996628142,-6.963005927983419,-6.089697833949221
2019-11-13,-5.797861497089936,-6.062919177719845,-6.068101297772237,-6.0644211598717295,-5.3897991140008275,-5.598052434388852,-5.592670730603337,-5.600126296347079,-5.719877013297339,-5.964518313180351,-5.9687420891864384,-5.9736621752386,-5.918785893771923,-6.200582181498923,-6.203001515961006,-6.209094750108555,-6.182691382098283,-6.51954875146331,-6.520482811949741,-6.519872834971655,-6.5462411209566715,-7.080717863801449,-7.076701616986841,-7.076306528177673,-6.064997842042156
2019-11-14,-5.884550800015725,-6.15593242226997,-6.163758517412314,-6.106473773079296,-5.468119397322925,-5.699771877479267,-5.692918443236665,-5.64255117406719,-5.8142248294983405,-6.06027639299246,-6.067150109171012,-6.018057718907679,-6.018557815174266,-6.279641023201684,-6.285481603025963,-6.2524597671967586,-6.26963009552166,-6.5695977175897955,-6.575675542616662,-6.551944727495136,-6.616416259620318,-7.090185245108407,-7.09087182831758,-7.082222395399248,-6.157573450411877
2019-11-15,-5.858661685537089,-5.865584672398566,-5.873195844376007,-5.922513135502353,-5.4435974185513105,-5.436964159538001,-5.430434129431284,-5.492700721186371,-5.784171691508104,-5.767851220004305,-5.774406509089983,-5.828695004611167,-5.9875186486987415,-5.985308831389689,-5.990734912612891,-6.038754831897006,-6.245401671858483,-6.290112107730023,-6.297411460601628,-6.326473075795706,-6.618654104105173,-6.772431851505315,-6.777500110184913,-6.794534246426377,-5.865620559996979
2019-11-18,-5.861255295541363,-5.955127929024881,-5.9620608011275475,-5.912522584414661,-5.4454670191214225,-5.525769383774708,-5.519856020477319,-5.483028381816921,-5.787307065219224,-5.852122071482499,-5.8580116407574,-5.818673230186876,-5.991135940573095,-6.054084589134389,-6.059504622841738,-6.029304887531302,-6.2495415661886975,-6.348376251783588,-6.35648309789214,-6.320227976407879,-6.618536707886628,-6.790273288652762,-6.797273360697648,-6.779736960152788,-5.95504395441528
2019-11-19,-5.872092958805838,-5.906019912697892,-5.9137616830694295,-5.919450934851201,-5.443978542837749,-5.495949679953617,-5.489670873211261,-5.50449379335523,-5.789655376597812,-5.790930157618179,-5.797342206640513,-5.813835696173464,-6.003572379012512,-5.994753737818348,-6.000750699445192,-6.017206869103348,-6.2925752033152555,-6.302773569798242,-6.313347766312892,-6.315934899104182,-6.767275635389383,-6.838542350413568,-6.853672798401039,-6.838588196711375,-5.905893797194573
2019-11-20,-5.869826706071373,-5.810087858234891,-5.817919149543464,-5.851813194524077,-5.432561654889916,-5.359158703576634,-5.353153796384855,-5.412622935273984,-5.7914451577067,-5.7254009911347366,-5.731941752734614,-5.763315950520549,-6.012013194311539,-5.9547067498256165,-5.961107435311575,-5.982663186243183,-6.306134079525929,-6.2675638634322315,-6.2793739201916505,-6.285690946048031,-6.789938040551485,-6.784011857957895,-6.8007652644580245,-6.797785129225888,-5.8092999094392495
2019-11-21,-5.855172897816294,-5.743001947581623,-5.750243961010271,-5.780701517208855,-5.41532621756536,-5.307401396690434,-5.302092463421187,-5.34584622109428,-5.77753937975338,-5.650807084748924,-5.656855735273544,-5.6915158096704195,-6.000469604958077,-5.872723748517024,-5.878910262822259,-5.910658769521984,-6.299411454770374,-6.192856931684771,-6.205096782085818,-6.219773041038436,-6.785865487204824,-6.718588691483943,-6.736159323750746,-6.735496597864952,-5.7416430069597695
2019-11-22,-5.848734752068389,-5.8022387287658646,-5.809108972810377,-5.817091473214947,-5.4076449586898,-5.361168505258114,-5.356093664403536,-5.374045361421401,-5.772129343723887,-5.717412794199099,-5.723135887394832,-5.7339855529022286,-5.996305154178667,-5.938377191932524,-5.944255785838288,-5.957930952659414,-6.295198864329957,-6.240324104219757,-6.251823466552495,-6.2585420348209215,-6.778993448322147,-6.733042380660076,-6.749873772028788,-6.749891544862084,-5.801312836461036
2019-11-25,-5.828362422399572,-5.6807254690538125,-5.687090084600509,-5.729907387987404,-5.397594440650986,-5.283266323490267,-5.278446185353353,-5.319514926415716,-5.750392860156411,-5.591315513247573,-5.59654326882861,-5.64374525156486,-5.9658321082492005,-5.792139704151207,-5.797271867776746,-5.844942624778878,-6.2540252215993775,-6.078631562641381,-6.089270758487841,-6.1214962627682175,-6.705794513342772,-6.536462499523181,-6.551448927349578,-6.566537710260463,-5.679120857712624
2019-11-26,-5.842752786046418,-5.760996176927901,-5.767341887301423,-5.741420081830716,-5.407285569537376,-5.349420835785091,-5.344735893299033,-5.3270787057088675,-5.767401487601233,-5.681932050911612,-5.687144706781219,-5.6623782587931215,-5.985912985604544,-5.870484719501274,-5.876172534787292,-5.863507209565545,-6.275013939633882,-6.131610754431501,-6.143699135269268,-6.133270867855315,-6.725162236111135,-6.557134495538727,-6.5746444765806284,-6.563678132363489,-5.759368795190872
2019-11-27,-5.886802536519041,-5.848995729773713,-5.856706158654427,-5.802584514926496,-5.458528879052519,-5.455010205881788,-5.449088112444087,-5.4085153561597386,-5.809550586890678,-5.755147276085012,-5.76160330256063,-5.7159894186671165,-6.020416336497835,-5.93020236679697,-5.936994777525532,-5.903670658190427,-6.30215063746747,-6.182766007398876,-6.1962690325577165,-6.1644379284474775,-6.740582240522836,-6.605421972465218,-6.62471395279306,-6.587419882382895,-5.8475476061970735
2019-11-29,-5.869608874454725,-5.7662608395224115,-5.774004561352959,-5.802157376403711,-5.444406104225066,-5.379189766135099,-5.373017900761529,-5.41635115322504,-5.791584701753624,-5.676839840040257,-5.683347824009797,-5.715845840862833,-6.000249859548162,-5.861714739346394,-5.867922043038404,-5.897882662000552,-6.279693587721759,-6.122238015147476,-6.134220424531722,-6.1491090620859055,-6.7174711712416935,-6.549334098153313,-6.565834163642832,-6.565217039223915,-5.764974403287282
2019-12-02,-5.789388152092059,-5.513427378814393,-5.518643357418421,-5.60102923742739,-5.394517023060125,-5.179873829399073,-5.175032981561264,-5.261071412937512,-5.698939031427052,-5.4032269808464735,-5.406972559580422,-5.494195617489304,-5.887144997995194,-5.576793054169815,-5.57961443609648,-5.657808892879201,-6.159591716289,-5.8635858757218555,-5.87091357820622,-5.923800879604392,-6.597403459558095,-6.33162757840816,-6.3431782043257705,-6.3667946694989,-5.510908760469854
2019-12-03,-5.751822794765182,-5.459431923696385,-5.463167496334155,-5.530251841095915,-5.35813056318613,-5.09394338707616,-5.090232055835906,-5.170274233007796,-5.6579224327636926,-5.343587466554071,-5.345809141201037,-5.417461307095989,-5.845040930970681,-5.5290417899772475,-5.530471561443311,-5.5922786422859305,-6.128313520954724,-5.849521460412726,-5.855475447661164,-5.8909165453026535,-6.584301519659863,-6.371858408785665,-6.38320529556157,-6.386175108600639,-5.456575306062511
2019-12-04,-5.723396249751667,-5.408387296173483,-5.4109798134552,-5.4646506731619215,-5.327449480268691,-5.026210793600155,-5.0234980752911955,-5.092043738114608,-5.628840600462574,-5.2982734988900235,-5.2993587887045885,-5.354135341843033,-5.81810538773961,-5.491445494762676,-5.49200539984196,-5.537985815002375,-6.106795185896441,-5.816675065130871,-5.821935367999438,-5.848461043576881,-6.57332267052234,-6.349748184278126,-6.360839473825784,-6.363653989949726,-5.405153518830194
2019-12-05,-5.7060261499989915,-5.423896007373619,-5.425554582456677,-5.439108864695723,-5.310699773651416,-5.043493221541776,-5.041517864138711,-5.064970530151023,-5.610304490109568,-5.310846685440083,-5.31100663275942,-5.32839813278776,-5.799942541666649,-5.49653894796723,-5.496443708429611,-5.514029769734312,-6.0912091991904,-5.818172319649484,-5.82287965691808,-5.828706602144881,-6.560910534231809,-6.344760605348323,-6.355936242239315,-6.347212245375202,-5.420580735339225
2019-12-06,-5.701543523484592,-5.416856638759184,-5.418351116124737,-5.43161991689867,-5.3142106463671395,-5.060808844345131,-5.058866574461229,-5.0650057726349305,-5.602896382810388,-5.298411434698532,-5.298341044140407,-5.3180488510596735,-5.78745988014863,-5.473852649037225,-5.473360038070047,-5.499438792073605,-6.075898304292464,-5.78913189826337,-5.793017583497768,-5.812178718922038,-6.5414982130757435,-6.3115495890120075,-6.321223428225394,-6.326527717158295,-5.413510582017492
2019-12-09,-5.667883472649259,-5.409135645887553,-5.409726151133326,-5.4559309221626195,-5.277928391759109,-5.0090978896980545,-5.007646723469712,-5.0619720852280485,-5.569477233070592,-5.299573545674297,-5.298688042899062,-5.347363988907772,-5.75739553177705,-5.506378150771579,-5.50471020458091,-5.546267990222193,-6.046735047590193,-5.841768366986026,-5.842948365596417,-5.871642151025967,-6.519933619885782,-6.404001147361423,-6.4103553380635585,-6.419632716487688,-5.4063687546248484
2019-12-10,-5.6675501029518935,-5.606663032242079,-5.606388795851352,-5.53453065583785,-5.277456452677547,-5.193726296482151,-5.192779295965413,-5.13163791148345,-5.569386176795106,-5.50492927619137,-5.503153305263092,-5.4318610425007074,-5.757334434594414,-5.694590117944168,-5.692491208497961,-5.634412078101378,-6.046494360776458,-5.988342475425728,-5.989011267552988,-5.945048952366872,-6.5178620392065305,-6.473747021212275,-6.480779712495716,-6.457976606247814,-5.604700774116343
2019-12-11,-5.655284873456926,-5.569814554104719,-5.56987217904451,-5.591359026332839,-5.265117912434303,-5.166390076988394,-5.164942943694586,-5.192867849420823,-5.557147509449435,-5.462574842951712,-5.461240548971894,-5.48676121093884,-5.745359538750617,-5.66252961016512,-5.660040161754717,-5.684068277753067,-6.034688121936921,-5.968717135902173,-5.967700194009562,-5.983296861493304,-6.507197538508001,-6.474146308189941,-6.478868681327173,-6.481075745622545,-5.566844327922637
2019-12-12,-5.622544562732331,-5.471531550708355,-5.4707022509143615,-5.531070243471022,-5.236086890916926,-5.0866023949733625,-5.085730972443172,-5.146578315796768,-5.523440315911544,-5.361188230299146,-5.359023486468472,-5.42389901245257,-5.710726790986179,-5.561964639834274,-5.558463263609583,-5.615815750752666,-5.995886137841155,-5.86116344127138,-5.858659764337949,-5.901540553803293,-6.46546070989547,-6.369321132134422,-6.372214460544003,-6.392775760980573,-5.468523466742664
2019-12-13,-5.613216872102135,-5.502150787539514,-5.500731182748217,-5.527121819696308,-5.228760621877678,-5.1083279730212325,-5.107865577432432,-5.135081627741328,-5.513205663223393,-5.390688365315526,-5.387929719464634,-5.42058510438112,-5.699549113616094,-5.591466297721189,-5.587499237465994,-5.618502460616924,-5.983974931095684,-5.889789351225098,-5.8865993406013395,-5.908328763850274,-6.454990055558237,-6.408662773138017,-6.411257226792466,-6.415346244587618,-5.499115673295819
2019-12-16,-5.590850094078922,-5.471348440017373,-5.469351775852462,-5.52262258982465,-5.207761644604074,-5.084683722105265,-5.084486330625942,-5.1394044374818355,-5.4918628293611045,-5.3660746420527055,-5.362808152408574,-5.4180987138737375,-5.677919639282622,-5.564255080827938,-5.559567301064719,-5.608509495745898,-5.958859906362558,-5.852944598314784,-5.848368627229486,-5.88670045830893,-6.414052394514637,-6.322960016952837,-6.323337233275156,-6.34700731910123,-5.468726227485959
2019-12-17,-5.582822691649452,-5.4952275051321475,-5.492578550501753,-5.499706078789601,-5.20058848429647,-5.115399471082997,-5.115738813544468,-5.120294771106029,-5.484138604288397,-5.389232515698878,-5.385329938224305,-5.39549838377088,-5.669810751084915,-5.574545907688959,-5.569555767730837,-5.584036740012148,-5.948627760505332,-5.846267589582256,-5.841603811212166,-5.8580366978590845,-6.400306231277607,-6.30700641671017,-6.3078491137699215,-6.316041757478608,-5.4922839757674975
2019-12-18,-5.593149736539181,-5.620474490439116,-5.6174788904083695,-5.529990442232315,-5.209743996261066,-5.219731357134556,-5.220245414602267,-5.149903087777346,-5.4947920181989005,-5.519439294380868,-5.515110707550135,-5.426367288800975,-5.6811694315868335,-5.701823277238402,-5.696967330086457,-5.614843042938517,-5.960391811664168,-5.956784124325808,-5.953074967884021,-5.885328144869235,-6.412140340662647,-6.378805615396971,-6.382559946019096,-6.337187579125498,-5.617359242099096
2019-12-19,-5.591671212220413,-5.658154298205223,-5.655588751493935,-5.622021769033651,-5.207164258510467,-5.242384764653773,-5.24236059369561,-5.2258229784138095,-5.493674054876658,-5.559794513768345,-5.555990055786049,-5.5246533134656834,-5.680871762352398,-5.760475688189441,-5.755438829356995,-5.718631632575023,-5.9606491936252,-6.040297948019152,-6.035069398908413,-5.986754851746523,-6.412479368342818,-6.440528250956743,-6.4420241911014084,-6.413802195169036,-5.656368839223621
2019-12-20,-5.592535444611704,-5.691254467019268,-5.688872380022759,-5.670658095063177,-5.205047658192833,-5.250573109347415,-5.250352508931746,-5.256109396206137,-5.496529925459215,-5.621842802771788,-5.618196274248741,-5.587416751305863,-5.6851704138480645,-5.84928035889662,-5.844182033801433,-5.790416745498306,-5.965132900930187,-6.119128388287234,-6.11341970536233,-6.049779188517868,-6.41107812078717,-6.4381301955696655,-6.438164493035936,-6.431545078168761,-5.690094321023181
2019-12-23,-5.594259267176494,-5.7605851684488645,-5.758706821464686,-5.787179161173207,-5.2037073109062195,-5.257515916254978,-5.256870420268625,-5.3073459330590556,-5.500088375817623,-5.734680864933537,-5.73167620708608,-5.746826203210168,-5.690010990028758,-6.027616668745206,-6.02222345166217,-6.006558928043712,-5.970445312689804,-6.308715000426773,-6.2999712149371865,-6.274457735015805,-6.41541423385692,-6.6229491697741585,-6.619573409781568,-6.616424443698263,-5.760966999701932
2019-12-24,-5.602964762612097,-5.906474550073822,-5.904482316074328,-5.870905388704226,-5.212160991074921,-5.389928022526616,-5.389490775684532,-5.35339820085741,-5.508624301416377,-5.873082313000025,-5.870204821893332,-5.854075291068679,-5.698902400300286,-6.214176382089119,-6.208629564871939,-6.197974951097831,-5.9802869002002925,-6.682169936577743,-6.669119038917835,-6.635659648956562,-6.42225250182502,-6.756768318671631,-6.7506422934187365,-6.757762602258689,-5.90747408127116
2019-12-26,-5.607170503541256,-5.901768651188596,-5.899905502741878,-5.864611704153724,-5.216043033706733,-5.394241532262005,-5.393751243470917,-5.352978201954755,-5.512714340249625,-5.876801004299321,-5.873950708429637,-5.84586083201255,-5.7031523191506395,-6.190549355724887,-6.1852169320200545,-6.172214776774048,-5.985424891077126,-6.560736998955296,-6.5488863071098065,-6.552652090162556,-6.427971873754133,-6.7046257624288765,-6.6997907818888445,-6.707455150975957,-5.902618283725675
2019-12-27,-5.612751662880627,-5.758287471519964,-5.75712288032636,-5.7938140777105405,-5.215675252721773,-5.26615048451849,-5.265324345245666,-5.3047692255365515,-5.519259489192772,-5.718092338335783,-5.7159430158858795,-5.758933524610981,-5.713758183114568,-5.9975215672435835,-5.993036156324373,-6.031408948479158,-6.001379710051104,-6.309224793165132,-6.301224586679523,-6.331684988879486,-6.45735926978692,-6.622538759709673,-6.620577731201838,-6.635462801871041,-5.758480258439398
2019-12-30,-5.603067487449327,-5.680287824742453,-5.678772753409853,-5.720688678033675,-5.207353532188374,-5.235351571847482,-5.234832587128403,-5.271707909548218,-5.512158376451736,-5.644049496680262,-5.641573584308311,-5.681817263252868,-5.705618360067248,-5.866668211660105,-5.862219138411479,-5.9026548505077905,-5.987754108684164,-6.104537276809153,-6.098314234842874,-6.136877811264434,-6.412096344402306,-6.376533978759429,-6.37535427964435,-6.405657858745365,-5.6797857547874955
2019-12-31,-5.573431437033809,-5.5193509486524235,-5.516938655260046,-5.5889999774232715,-5.180517945146498,-5.118393302944998,-5.118502247952564,-5.1908785660059085,-5.479840604527895,-5.4215905326305345,-5.418207226386611,-5.497427269254225,-5.673184483011106,-5.631727543072194,-5.626689461927557,-5.693430535223456,-5.955192051331723,-5.916151387346404,-5.910291603677988,-5.958291934018891,-6.394566277908063,-6.341969066225534,-6.3413818139076445,-6.356003878697913,-5.517875421667769
2020-01-02,-5.565654063687299,-5.492396975453184,-5.48943274989196,-5.530560473969997,-5.173625867421545,-5.100209095944096,-5.10084728834204,-5.140002776132131,-5.474356097344653,-5.411391883068998,-5.407458784230676,-5.446692727595732,-5.666682313809618,-5.6027291507117605,-5.597543235413547,-5.635983606068106,-5.943446809871308,-5.8549291804697585,-5.849432423032641,-5.885125736359131,-6.362597778952757,-6.235622103541676,-6.234336122970426,-6.259732284752529,-5.490231168326353
2020-01-03,-5.577366686658631,-5.394378509187291,-5.3919251083231625,-5.453474656593383,-5.170592632604817,-4.989052156859204,-4.989873168737916,-5.055458576937983,-5.494715375727786,-5.322686691201211,-5.3195053359224,-5.378703888481398,-5.697200474302425,-5.527528699722347,-5.523628927496929,-5.575020986909343,-5.9751638925970125,-5.790773386959453,-5.787999052952965,-5.828582132541063,-6.376560277504766,-6.1671830317551155,-6.168020100341339,-6.193681100278776,-5.391182286331155
2020-01-06,-5.6134551717412,-5.57765554560387,-5.575309888821895,-5.484417795752645,-5.203408427748608,-5.229186833346372,-5.230494354305713,-5.088638286201926,-5.535719153041892,-5.508639577209753,-5.5055746673255035,-5.4116262745352,-5.740360452212446,-5.659719400716951,-5.657092514370784,-5.6059863718270915,-6.00835236217376,-5.8768230646892645,-5.87624668935702,-5.852425397416117,-6.387339290938588,-6.208580260156195,-6.211621373093889,-6.202125961195012,-5.573654334696294
2020-01-07,-5.645248534677084,-5.572246187333294,-5.571337415390077,-5.51958020863812,-5.236313108255547,-5.174272586365548,-5.174204843956447,-5.120607694052327,-5.568820769367743,-5.48993481490689,-5.4883523369401335,-5.442018055351527,-5.772221665209414,-5.673133867171408,-5.671614547900532,-5.6392066196965525,-6.033876423579288,-5.912007351591604,-5.912473966496399,-5.8910269842278495,-6.400291447154073,-6.267152606516715,-6.270019094274104,-6.25872463950739,-5.568299830564014
2020-01-08,-5.642377393341548,-5.5298154246711055,-5.5295112034370755,-5.56498788767565,-5.235036140022805,-5.1243724459788975,-5.123622725222391,-5.161056798822163,-5.5670962218220685,-5.464440771329904,-5.463562260172386,-5.50371484879656,-5.768785473135372,-5.658952322878919,-5.6573114184213615,-5.694704923355703,-6.025607368813125,-5.9001890382322495,-5.899319101195459,-5.925885410362474,-6.385719264422193,-6.231540953817298,-6.232602123732561,-6.245187294702419,-5.526794060477614
2020-01-09,-5.650095702237939,-5.605708836947259,-5.605438806426562,-5.606500616869756,-5.240713002325409,-5.219930228771652,-5.219253315679377,-5.2032100103151855,-5.577187264252524,-5.536456755479244,-5.535670593231566,-5.54232524382861,-5.7800125596329055,-5.715145943886141,-5.7137778083036075,-5.731069731856245,-6.03394573199934,-5.945854947787899,-5.945056894089112,-5.962897216824311,-6.387268371774362,-6.272632858768818,-6.273060349103187,-6.28507298797056,-5.602924467645893
2020-01-10,-5.676486763979393,-5.771930801894664,-5.772663868553735,-5.76913637209135,-5.266516199706498,-5.365956350640401,-5.363971772578527,-5.3752363944006945,-5.605916828539369,-5.693048554979886,-5.69328555467707,-5.693595571408476,-5.8072979283623205,-5.874258023589259,-5.8734814913535995,-5.871680065100306,-6.0581590274166,-6.1066229092847895,-6.10562786774061,-6.099243924773152,-6.401909998279043,-6.439413849380889,-6.439017118485826,-6.429970086650338,-5.7706402895457325
2020-01-13,-5.667604137705713,-5.693656136218138,-5.694240048855409,-5.716519615955306,-5.260693960230606,-5.309677385593122,-5.307918753837461,-5.328307277445119,-5.596911038034533,-5.614855913824765,-5.614949756818592,-5.639959985499193,-5.795919432880132,-5.791514734846745,-5.79052302018509,-5.817504137499976,-6.043920193153067,-6.024793467626505,-6.02343081740205,-6.046381684466549,-6.381420965462883,-6.3539566850480735,-6.3520198530831875,-6.371410182989487,-5.691981842173058
2020-01-14,-5.68002510662041,-5.795402888456679,-5.795740239643476,-5.728604478511913,-5.272757611881242,-5.4045464982486635,-5.403013416550388,-5.34000183395866,-5.610518333506804,-5.715747781396809,-5.715584256162697,-5.652918502368291,-5.809500779934248,-5.879610565059569,-5.878922533643914,-5.830093479994462,-6.055296805668487,-6.09187995788525,-6.091466685351783,-6.058007026356396,-6.3868207190339366,-6.391399832026102,-6.3911543960722135,-6.379253005857131,-5.796607526685786
2020-01-15,-5.719427766839229,-5.94757550806951,-5.949231686803135,-5.862231391480225,-5.304950542700014,-5.52679062284244,-5.524050967543849,-5.4718076517919085,-5.65593283155828,-5.906491452733923,-5.90752244095924,-5.794334520582299,-5.857735094743142,-6.077487138913635,-6.078069964944422,-5.966396298886844,-6.10216673032869,-6.253089324396693,-6.254258536182322,-6.17754684375187,-6.419555994379299,-6.499953720641981,-6.501134320132214,-6.467486957483526,-5.949062424643481
2020-01-16,-5.72955701735228,-5.837611902924328,-5.840477308926503,-5.864324307583249,-5.3094362696549675,-5.375541748870495,-5.372261494480229,-5.418683920633415,-5.671301913144369,-5.790770365461999,-5.7933964240564855,-5.813809439481902,-5.876182471793061,-6.015795754287896,-6.017143924067761,-6.02443623966172,-6.117902252044861,-6.253091233907827,-6.253646901948289,-6.25374936864506,-6.424170264536893,-6.532353351125322,-6.5307706290208545,-6.534304678023695,-5.838957602851716
2020-01-17,-5.767111393651435,-5.951497825867626,-5.95517915789913,-5.910438817347765,-5.341230062643965,-5.497578993661762,-5.493955707879342,-5.4624221897793035,-5.712464142153036,-5.8945650670581085,-5.898120516441864,-5.863291587794686,-5.919925350352572,-6.102379852533172,-6.105106520062996,-6.074432907272225,-6.1613319386524905,-6.326805472502289,-6.329682206800866,-6.298143605124579,-6.4667238826770745,-6.595804340933131,-6.597770533366502,-6.5693012369189345,-5.95292130556356
