,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2010-04-15,2.647059514112912,-0.15476614778131714,-0.17774782933273042,1.991885144926861,-0.13297597991870452,-0.200618285247593,-0.10293459055337154,0.022851024639298428,-0.164234381270935,-0.03425710714755628
2010-04-16,9.049560391947944,-0.3018922427519434,-1.3876620639244237,-1.501510662178061,0.062422692387690173,0.048023488460531685,-0.013534032894561754,-0.011351207202708649,-0.0014383240016832496,-0.044647664198446284
2010-04-19,0.6551543225356973,-1.51204205527,0.43246472554066706,-0.4464885022377224,0.14524328296784234,0.175059482794555,-0.01697721836014835,0.05754064549096,-0.028890595970653275,-0.03799558734258053
2010-04-20,-5.26021202425659,1.229166152114668,0.2739931052495247,0.46984831368083724,-0.1255582201197627,-0.1260544855703704,0.048376072644519104,-0.03685666611090327,0.06568788687845377,0.055540054851726105
2010-04-21,4.29172823580772,0.8720495726107865,-0.7648032565240758,-0.0602215803970332,0.3835460903585153,-0.06017329002073545,-0.08910206713763702,-0.04664543798299604,-0.016354867365457652,-0.03674001082999038
2010-04-22,-0.6170777368455986,-1.4577291510078758,-0.8998234652022752,-0.6831944763194276,0.16276298966298236,0.15877747643848772,-0.046189705612369666,0.06032614466212694,0.030411565676126677,-0.02735971856234964
2010-04-23,-0.16584589885305334,2.640109250545427,1.399294772219769,1.6581589997528738,0.020214325384160698,-0.2756392314739792,-0.005254725137331487,-0.10281353247026186,-0.06307464752706261,0.03227229682972629
2010-04-26,1.4751239294764684,-1.4727916106274093,-0.8644273345713103,0.403583125487912,0.2138789016814629,0.13651745157671122,-0.14879819854128448,0.047780208591476823,-0.07259238990648074,-0.05221303093134992
2010-04-27,17.499930852083654,1.138075734989015,-1.1014755134930445,-0.7597326762715229,0.08225428730505285,0.0007400634538923549,-0.1595483879355345,-0.05874426453764132,-0.08182991954576058,-0.0713746345160684
2010-04-28,-3.144226619822292,-0.5375984572489828,1.1727477180630652,-0.9555690535017246,-0.2068169933303514,0.005669677854614435,0.21196157154492976,0.03465919202894935,0.06148557502213124,0.018372471720777377
2010-04-29,-8.060840836830373,-0.8981909794236737,0.6314628648669808,-0.10590863352506287,-0.005606278382950082,0.06382580955853312,0.08722658186998834,0.0299533807848569,0.05492550010285706,0.030644382799380383
2010-04-30,18.427678784323017,0.643105522630376,-1.1281937988455129,-0.9079748831913063,-0.12596368235649058,0.015798395180655168,-0.09561844181137907,-0.016886695725140646,-0.07412469172531076,-0.07380024570595997
2010-05-03,-5.523992501184709,1.4029787649677776,2.3330373847672963,-0.43136146596042674,-0.21740450512141138,-0.1301954683274967,0.17318918063387978,-0.007541722107119228,0.04857004492860827,0.07171770109173221
2010-05-04,16.97812494873647,-2.592805497005568,-3.459159608301296,-2.3360154447922548,-0.0687457253396716,0.2864511362329513,-0.054230933374025216,0.04384408233215769,0.01691656447512736,-0.12049064715325486
2010-05-05,12.141885401103538,-2.0540775230292536,1.430873818508088,-2.198554461587957,-0.36007516091207764,0.2945043549369858,0.311323922152934,0.07116721007420564,0.05784009882330284,-0.04662892395651711
2010-05-10,17.108641489849695,0.04969719156220195,4.975896313056408,-6.117910810158735,-0.5265813013520607,0.4403821866318318,0.3113174959850716,0.14785675129466008,0.18523877334924604,0.0921714684408794
2010-05-11,-3.951748322990305,-1.7698879743131748,-4.70032508423483,0.864788850672192,0.33628041203621206,-0.13386775519043428,-0.031097179413466652,-0.05956420693615051,-0.0020357873024027416,-0.11929579220608184
2010-05-12,-18.80047085313853,-0.14970904457474124,1.4117128628889464,3.7246681271103554,-0.6024416343560924,-0.24024431228267415,0.029115487196312906,-0.045890625532846126,-0.13794065783217516,0.13484177854556356
2010-05-13,5.949876380045522,2.923370898260673,1.2361780852823454,-0.6752014294267716,-0.7314891829614383,-0.2177144935059239,-0.006774843626476481,0.007940564567093971,-0.02655100346941753,0.06670272945010887
2010-06-21,-4.795490003268048,-9.432209949959677,2.414269240526696,1.2840755082697537,-2.0973323672353734,0.4559293679368513,0.8084153257610173,0.18106751388863496,-0.12532036539064426,0.1306688760864735
2010-06-22,11.779763580466145,-1.6749223459085256,-2.396380175556266,-0.07642865069611947,-0.09273304458811561,0.3495560032634524,0.10452811583968016,-0.01980001667678646,-0.07668013069689565,-0.053120761393167924
2010-06-23,0.7409242140189699,-1.4419554937247538,-0.46483622744348163,1.6727340256123662,0.07329627382289285,0.3547950111010771,0.04212939712345454,-0.0648696737522746,-0.1348177379671498,0.015062647079082088
2010-06-24,14.191864041058183,-0.4397350750891177,-2.2668147244702785,-1.8409132366353218,-0.3747288347435436,0.28121520751301216,0.031388852777444125,-0.10128491016820361,0.052767564260341814,-0.02627161239962435
2010-06-25,-2.829096805556424,-1.217313982993729,-0.019285151521251372,-1.604788853900024,0.21582664297146698,-0.07519175076718854,0.16849207702069627,0.06741715434288587,0.09711274390641711,-0.03268078791053666
2010-06-28,5.288181526955937,1.095807889533057,0.48655835604779574,0.09428503007818648,0.09306502993648946,-0.018844598934165024,-0.003406870973790021,-0.02653417240735303,0.05605268393999455,-0.030626757964540657
2010-07-12,-4.132517900162724,-1.4858157735733981,-5.362122289256634,-5.188514569067948,0.9577650276267585,-0.03989605042683935,-0.22117423121430244,0.025403769835149175,0.23128350795210728,-0.1131731037892346
2010-07-13,-5.255013175417227,-1.8185754684344206,-0.980586686014377,1.5698332838017681,0.08835775318618379,0.3141991227548346,-0.029130267392422478,-0.06018493463245337,-0.13159761786251145,0.031790816279943616
2010-07-14,7.300973386568516,1.760764533304525,-0.12013952780211595,-2.338235618358659,-0.7952338445435877,-0.3781581397702971,-0.028424729760739155,0.09391779904709324,0.09051658267448617,0.015012461605837238
2010-07-15,3.6654244211747438,-3.4892819667136528,-1.2652027682748186,-1.0496516211287206,1.0105546998804094,0.5925606057976776,0.33418814640734906,-0.125251259480992,0.12713810345954762,-0.11227105899245932
2010-07-19,9.44746432450659,-0.7100564901538032,-0.8561907187930399,-1.3363862133741262,-0.1954338422042575,0.16775776514360458,0.16126235208534834,-0.07649623856692267,0.06494134634678522,-0.04496872704023888
2010-07-20,-18.224583499385364,-0.829210069576468,2.5226848656869545,3.740258706178131,0.5498075895204296,0.04618866256736574,0.020374135397162277,0.06385192255856906,-0.1682236395218861,0.08928583682001258
2010-07-21,10.04205503245711,2.738725771439723,0.6785578864060787,-1.297448808942121,-0.3692588117960698,-0.373145832902961,-0.09398036542481258,0.02239794701971326,0.09855351683477044,-0.039980077700243914
2010-07-22,-8.687193884966023,3.0621455323829356,1.2428483857824617,-0.41136312185801766,-0.5473995814001611,-0.5990190574730444,-0.34758297796600723,0.1738549453184968,-0.017745758870768895,0.10590404216804565
2010-07-23,-8.29928469859043,-1.8011313223521874,0.8128239431801633,0.8349747968592209,0.09108848922859694,0.11406095418896568,0.0803302911927825,0.07018622859509302,-0.03577835992517565,0.05348576162180474
2010-07-26,-5.624137170278384,1.9373955421908557,0.15655280200944324,1.3259880675606313,-0.38186261465695925,-0.2744178466481202,-0.23166016239552886,0.013178065772261218,-0.08093323819667708,0.04613866099748789
